"mediaID"	"materialEntityID"	"mediaSubjectCategory"
"P12.2AS_01L07S_01S"	"P12.2AS"	"part of insect bulk sample"
"P12.2AS_01L07S_02S"	"P12.2AS"	"part of insect bulk sample"
"P12.2AS_01L07S_03S"	"P12.2AS"	"part of insect bulk sample"
"P12.2AS_01L07S_04S"	"P12.2AS"	"part of insect bulk sample"
"P12.2AS_01L07S_05S"	"P12.2AS"	"part of insect bulk sample"
"P12.2AS_01L07S_06S"	"P12.2AS"	"part of insect bulk sample"
"P12.2AS_01L07S_07S"	"P12.2AS"	"part of insect bulk sample"
"P12.2BL_01L15S_01L"	"P12.2BL"	"part of insect bulk sample"
"P12.2BS_01L15S_01S"	"P12.2BS"	"part of insect bulk sample"
"P12.2BS_01L15S_02S"	"P12.2BS"	"part of insect bulk sample"
"P12.2BS_01L15S_03S"	"P12.2BS"	"part of insect bulk sample"
"P12.2BS_01L15S_04S"	"P12.2BS"	"part of insect bulk sample"
"P12.2BS_01L15S_05S"	"P12.2BS"	"part of insect bulk sample"
"P12.2BS_01L15S_06S"	"P12.2BS"	"part of insect bulk sample"
"P12.2BS_01L15S_07S"	"P12.2BS"	"part of insect bulk sample"
"P12.2BS_01L15S_08S"	"P12.2BS"	"part of insect bulk sample"
"P12.2BS_01L15S_09S"	"P12.2BS"	"part of insect bulk sample"
"P12.2BS_01L15S_10S"	"P12.2BS"	"part of insect bulk sample"
"P12.2BS_01L15S_11S"	"P12.2BS"	"part of insect bulk sample"
"P12.2BS_01L15S_12S"	"P12.2BS"	"part of insect bulk sample"
"P12.2BS_01L15S_13S"	"P12.2BS"	"part of insect bulk sample"
"P12.2BS_01L15S_14S"	"P12.2BS"	"part of insect bulk sample"
"P12.2BS_01L15S_15S"	"P12.2BS"	"part of insect bulk sample"
"P120.1AS_00L04S_01S"	"P120.1AS"	"part of insect bulk sample"
"P120.1AS_00L04S_02S"	"P120.1AS"	"part of insect bulk sample"
"P120.1AS_00L04S_03S"	"P120.1AS"	"part of insect bulk sample"
"P120.1AS_00L04S_04S"	"P120.1AS"	"part of insect bulk sample"
"P120.1BL_01L07S_01L"	"P120.1BL"	"part of insect bulk sample"
"P120.1BS_01L07S_01S"	"P120.1BS"	"part of insect bulk sample"
"P120.1BS_01L07S_02S"	"P120.1BS"	"part of insect bulk sample"
"P120.1BS_01L07S_03S"	"P120.1BS"	"part of insect bulk sample"
"P120.1BS_01L07S_04S"	"P120.1BS"	"part of insect bulk sample"
"P120.1BS_01L07S_05S"	"P120.1BS"	"part of insect bulk sample"
"P120.1BS_01L07S_06S"	"P120.1BS"	"part of insect bulk sample"
"P120.1BS_01L07S_07S"	"P120.1BS"	"part of insect bulk sample"
"P121.2AL_01L07S_01L"	"P121.2AL"	"part of insect bulk sample"
"P121.2AS_01L07S_01S"	"P121.2AS"	"part of insect bulk sample"
"P121.2AS_01L07S_02S"	"P121.2AS"	"part of insect bulk sample"
"P121.2AS_01L07S_03S"	"P121.2AS"	"part of insect bulk sample"
"P121.2AS_01L07S_04S"	"P121.2AS"	"part of insect bulk sample"
"P121.2AS_01L07S_05S"	"P121.2AS"	"part of insect bulk sample"
"P121.2AS_01L07S_06S"	"P121.2AS"	"part of insect bulk sample"
"P121.2AS_01L07S_07S"	"P121.2AS"	"part of insect bulk sample"
"P121.2BL_01L11S_01L"	"P121.2BL"	"part of insect bulk sample"
"P121.2BS_01L11S_01S"	"P121.2BS"	"part of insect bulk sample"
"P121.2BS_01L11S_02S"	"P121.2BS"	"part of insect bulk sample"
"P121.2BS_01L11S_03S"	"P121.2BS"	"part of insect bulk sample"
"P121.2BS_01L11S_04S"	"P121.2BS"	"part of insect bulk sample"
"P121.2BS_01L11S_05S"	"P121.2BS"	"part of insect bulk sample"
"P121.2BS_01L11S_06S"	"P121.2BS"	"part of insect bulk sample"
"P121.2BS_01L11S_07S"	"P121.2BS"	"part of insect bulk sample"
"P121.2BS_01L11S_08S"	"P121.2BS"	"part of insect bulk sample"
"P121.2BS_01L11S_09S"	"P121.2BS"	"part of insect bulk sample"
"P121.2BS_01L11S_10S"	"P121.2BS"	"part of insect bulk sample"
"P121.2BS_01L11S_11S"	"P121.2BS"	"part of insect bulk sample"
"P123.1AS_00L12S_01S"	"P123.1AS"	"part of insect bulk sample"
"P123.1AS_00L12S_02S"	"P123.1AS"	"part of insect bulk sample"
"P123.1AS_00L12S_03S"	"P123.1AS"	"part of insect bulk sample"
"P123.1AS_00L12S_04S"	"P123.1AS"	"part of insect bulk sample"
"P123.1AS_00L12S_05S"	"P123.1AS"	"part of insect bulk sample"
"P123.1AS_00L12S_06S"	"P123.1AS"	"part of insect bulk sample"
"P123.1AS_00L12S_07S"	"P123.1AS"	"part of insect bulk sample"
"P123.1AS_00L12S_08S"	"P123.1AS"	"part of insect bulk sample"
"P123.1AS_00L12S_09S"	"P123.1AS"	"part of insect bulk sample"
"P123.1AS_00L12S_10S"	"P123.1AS"	"part of insect bulk sample"
"P123.1AS_00L12S_11S"	"P123.1AS"	"part of insect bulk sample"
"P123.1AS_00L12S_12S"	"P123.1AS"	"part of insect bulk sample"
"P123.1BS_00L16S_01S"	"P123.1BS"	"part of insect bulk sample"
"P123.1BS_00L16S_02S"	"P123.1BS"	"part of insect bulk sample"
"P123.1BS_00L16S_03S"	"P123.1BS"	"part of insect bulk sample"
"P123.1BS_00L16S_04S"	"P123.1BS"	"part of insect bulk sample"
"P123.1BS_00L16S_05S"	"P123.1BS"	"part of insect bulk sample"
"P123.1BS_00L16S_06S"	"P123.1BS"	"part of insect bulk sample"
"P123.1BS_00L16S_07S"	"P123.1BS"	"part of insect bulk sample"
"P123.1BS_00L16S_08S"	"P123.1BS"	"part of insect bulk sample"
"P123.1BS_00L16S_09S"	"P123.1BS"	"part of insect bulk sample"
"P123.1BS_00L16S_10S"	"P123.1BS"	"part of insect bulk sample"
"P123.1BS_00L16S_11S"	"P123.1BS"	"part of insect bulk sample"
"P123.1BS_00L16S_12S"	"P123.1BS"	"part of insect bulk sample"
"P123.1BS_00L16S_13S"	"P123.1BS"	"part of insect bulk sample"
"P123.1BS_00L16S_14S"	"P123.1BS"	"part of insect bulk sample"
"P123.1BS_00L16S_15S"	"P123.1BS"	"part of insect bulk sample"
"P123.1BS_00L16S_16S"	"P123.1BS"	"part of insect bulk sample"
"P124.1AL_01L07S_01L"	"P124.1AL"	"part of insect bulk sample"
"P124.1AS_01L07S_01S"	"P124.1AS"	"part of insect bulk sample"
"P124.1AS_01L07S_02S"	"P124.1AS"	"part of insect bulk sample"
"P124.1AS_01L07S_03S"	"P124.1AS"	"part of insect bulk sample"
"P124.1AS_01L07S_04S"	"P124.1AS"	"part of insect bulk sample"
"P124.1AS_01L07S_05S"	"P124.1AS"	"part of insect bulk sample"
"P124.1AS_01L07S_06S"	"P124.1AS"	"part of insect bulk sample"
"P124.1AS_01L07S_07S"	"P124.1AS"	"part of insect bulk sample"
"P124.1BL_01L07S_01L"	"P124.1BL"	"part of insect bulk sample"
"P124.1BS_01L07S_01S"	"P124.1BS"	"part of insect bulk sample"
"P124.1BS_01L07S_02S"	"P124.1BS"	"part of insect bulk sample"
"P124.1BS_01L07S_03S"	"P124.1BS"	"part of insect bulk sample"
"P124.1BS_01L07S_04S"	"P124.1BS"	"part of insect bulk sample"
"P124.1BS_01L07S_05S"	"P124.1BS"	"part of insect bulk sample"
"P124.1BS_01L07S_06S"	"P124.1BS"	"part of insect bulk sample"
"P124.1BS_01L07S_07S"	"P124.1BS"	"part of insect bulk sample"
"P127.2AL_01L11S_01L"	"P127.2AL"	"part of insect bulk sample"
"P127.2AS_01L11S_01S"	"P127.2AS"	"part of insect bulk sample"
"P127.2AS_01L11S_02S"	"P127.2AS"	"part of insect bulk sample"
"P127.2AS_01L11S_03S"	"P127.2AS"	"part of insect bulk sample"
"P127.2AS_01L11S_04S"	"P127.2AS"	"part of insect bulk sample"
"P127.2AS_01L11S_05S"	"P127.2AS"	"part of insect bulk sample"
"P127.2AS_01L11S_06S"	"P127.2AS"	"part of insect bulk sample"
"P127.2AS_01L11S_07S"	"P127.2AS"	"part of insect bulk sample"
"P127.2AS_01L11S_08S"	"P127.2AS"	"part of insect bulk sample"
"P127.2AS_01L11S_09S"	"P127.2AS"	"part of insect bulk sample"
"P127.2AS_01L11S_10S"	"P127.2AS"	"part of insect bulk sample"
"P127.2AS_01L11S_11S"	"P127.2AS"	"part of insect bulk sample"
"P127.2BL_01L11S_01L"	"P127.2BL"	"part of insect bulk sample"
"P127.2BS_01L11S_01S"	"P127.2BS"	"part of insect bulk sample"
"P127.2BS_01L11S_02S"	"P127.2BS"	"part of insect bulk sample"
"P127.2BS_01L11S_03S"	"P127.2BS"	"part of insect bulk sample"
"P127.2BS_01L11S_04S"	"P127.2BS"	"part of insect bulk sample"
"P127.2BS_01L11S_05S"	"P127.2BS"	"part of insect bulk sample"
"P127.2BS_01L11S_06S"	"P127.2BS"	"part of insect bulk sample"
"P127.2BS_01L11S_07S"	"P127.2BS"	"part of insect bulk sample"
"P127.2BS_01L11S_08S"	"P127.2BS"	"part of insect bulk sample"
"P127.2BS_01L11S_09S"	"P127.2BS"	"part of insect bulk sample"
"P127.2BS_01L11S_10S"	"P127.2BS"	"part of insect bulk sample"
"P127.2BS_01L11S_11S"	"P127.2BS"	"part of insect bulk sample"
"P129.1AS_00L12S_01S"	"P129.1AS"	"part of insect bulk sample"
"P129.1AS_00L12S_02S"	"P129.1AS"	"part of insect bulk sample"
"P129.1AS_00L12S_03S"	"P129.1AS"	"part of insect bulk sample"
"P129.1AS_00L12S_04S"	"P129.1AS"	"part of insect bulk sample"
"P129.1AS_00L12S_05S"	"P129.1AS"	"part of insect bulk sample"
"P129.1AS_00L12S_06S"	"P129.1AS"	"part of insect bulk sample"
"P129.1AS_00L12S_07S"	"P129.1AS"	"part of insect bulk sample"
"P129.1AS_00L12S_08S"	"P129.1AS"	"part of insect bulk sample"
"P129.1AS_00L12S_09S"	"P129.1AS"	"part of insect bulk sample"
"P129.1AS_00L12S_10S"	"P129.1AS"	"part of insect bulk sample"
"P129.1AS_00L12S_11S"	"P129.1AS"	"part of insect bulk sample"
"P129.1AS_00L12S_12S"	"P129.1AS"	"part of insect bulk sample"
"P129.1BL_01L11S_01L"	"P129.1BL"	"part of insect bulk sample"
"P129.1BS_01L11S_01S"	"P129.1BS"	"part of insect bulk sample"
"P129.1BS_01L11S_02S"	"P129.1BS"	"part of insect bulk sample"
"P129.1BS_01L11S_03S"	"P129.1BS"	"part of insect bulk sample"
"P129.1BS_01L11S_04S"	"P129.1BS"	"part of insect bulk sample"
"P129.1BS_01L11S_05S"	"P129.1BS"	"part of insect bulk sample"
"P129.1BS_01L11S_06S"	"P129.1BS"	"part of insect bulk sample"
"P129.1BS_01L11S_07S"	"P129.1BS"	"part of insect bulk sample"
"P129.1BS_01L11S_08S"	"P129.1BS"	"part of insect bulk sample"
"P129.1BS_01L11S_09S"	"P129.1BS"	"part of insect bulk sample"
"P129.1BS_01L11S_10S"	"P129.1BS"	"part of insect bulk sample"
"P129.1BS_01L11S_11S"	"P129.1BS"	"part of insect bulk sample"
"P132.1AL_01L07S_01L"	"P132.1AL"	"part of insect bulk sample"
"P132.1AS_01L07S_01S"	"P132.1AS"	"part of insect bulk sample"
"P132.1AS_01L07S_02S"	"P132.1AS"	"part of insect bulk sample"
"P132.1AS_01L07S_03S"	"P132.1AS"	"part of insect bulk sample"
"P132.1AS_01L07S_04S"	"P132.1AS"	"part of insect bulk sample"
"P132.1AS_01L07S_05S"	"P132.1AS"	"part of insect bulk sample"
"P132.1AS_01L07S_06S"	"P132.1AS"	"part of insect bulk sample"
"P132.1AS_01L07S_07S"	"P132.1AS"	"part of insect bulk sample"
"P132.1BS_00L12S_01S"	"P132.1BS"	"part of insect bulk sample"
"P132.1BS_00L12S_02S"	"P132.1BS"	"part of insect bulk sample"
"P132.1BS_00L12S_03S"	"P132.1BS"	"part of insect bulk sample"
"P132.1BS_00L12S_04S"	"P132.1BS"	"part of insect bulk sample"
"P132.1BS_00L12S_05S"	"P132.1BS"	"part of insect bulk sample"
"P132.1BS_00L12S_06S"	"P132.1BS"	"part of insect bulk sample"
"P132.1BS_00L12S_07S"	"P132.1BS"	"part of insect bulk sample"
"P132.1BS_00L12S_08S"	"P132.1BS"	"part of insect bulk sample"
"P132.1BS_00L12S_09S"	"P132.1BS"	"part of insect bulk sample"
"P132.1BS_00L12S_10S"	"P132.1BS"	"part of insect bulk sample"
"P132.1BS_00L12S_11S"	"P132.1BS"	"part of insect bulk sample"
"P132.1BS_00L12S_12S"	"P132.1BS"	"part of insect bulk sample"
"P133.2AS_00L08S_01S"	"P133.2AS"	"part of insect bulk sample"
"P133.2AS_00L08S_02S"	"P133.2AS"	"part of insect bulk sample"
"P133.2AS_00L08S_03S"	"P133.2AS"	"part of insect bulk sample"
"P133.2AS_00L08S_04S"	"P133.2AS"	"part of insect bulk sample"
"P133.2AS_00L08S_05S"	"P133.2AS"	"part of insect bulk sample"
"P133.2AS_00L08S_06S"	"P133.2AS"	"part of insect bulk sample"
"P133.2AS_00L08S_07S"	"P133.2AS"	"part of insect bulk sample"
"P133.2AS_00L08S_08S"	"P133.2AS"	"part of insect bulk sample"
"P133.2BS_00L12S_01S"	"P133.2BS"	"part of insect bulk sample"
"P133.2BS_00L12S_02S"	"P133.2BS"	"part of insect bulk sample"
"P133.2BS_00L12S_03S"	"P133.2BS"	"part of insect bulk sample"
"P133.2BS_00L12S_04S"	"P133.2BS"	"part of insect bulk sample"
"P133.2BS_00L12S_05S"	"P133.2BS"	"part of insect bulk sample"
"P133.2BS_00L12S_06S"	"P133.2BS"	"part of insect bulk sample"
"P133.2BS_00L12S_07S"	"P133.2BS"	"part of insect bulk sample"
"P133.2BS_00L12S_08S"	"P133.2BS"	"part of insect bulk sample"
"P133.2BS_00L12S_09S"	"P133.2BS"	"part of insect bulk sample"
"P133.2BS_00L12S_10S"	"P133.2BS"	"part of insect bulk sample"
"P133.2BS_00L12S_11S"	"P133.2BS"	"part of insect bulk sample"
"P133.2BS_00L12S_12S"	"P133.2BS"	"part of insect bulk sample"
"P134.2AL_01L03S_01L"	"P134.2AL"	"part of insect bulk sample"
"P134.2AS_01L03S_01S"	"P134.2AS"	"part of insect bulk sample"
"P134.2AS_01L03S_02S"	"P134.2AS"	"part of insect bulk sample"
"P134.2AS_01L03S_03S"	"P134.2AS"	"part of insect bulk sample"
"P134.2BL_01L07S_01L"	"P134.2BL"	"part of insect bulk sample"
"P134.2BS_01L07S_01S"	"P134.2BS"	"part of insect bulk sample"
"P134.2BS_01L07S_02S"	"P134.2BS"	"part of insect bulk sample"
"P134.2BS_01L07S_03S"	"P134.2BS"	"part of insect bulk sample"
"P134.2BS_01L07S_04S"	"P134.2BS"	"part of insect bulk sample"
"P134.2BS_01L07S_05S"	"P134.2BS"	"part of insect bulk sample"
"P134.2BS_01L07S_06S"	"P134.2BS"	"part of insect bulk sample"
"P134.2BS_01L07S_07S"	"P134.2BS"	"part of insect bulk sample"
"P137.1AS_00L04S_01S"	"P137.1AS"	"part of insect bulk sample"
"P137.1AS_00L04S_02S"	"P137.1AS"	"part of insect bulk sample"
"P137.1AS_00L04S_03S"	"P137.1AS"	"part of insect bulk sample"
"P137.1AS_00L04S_04S"	"P137.1AS"	"part of insect bulk sample"
"P137.1BS_00L04S_01S"	"P137.1BS"	"part of insect bulk sample"
"P137.1BS_00L04S_02S"	"P137.1BS"	"part of insect bulk sample"
"P137.1BS_00L04S_03S"	"P137.1BS"	"part of insect bulk sample"
"P137.1BS_00L04S_04S"	"P137.1BS"	"part of insect bulk sample"
"P138.1BS_00L08S_01S"	"P138.1BS"	"part of insect bulk sample"
"P138.1BS_00L08S_02S"	"P138.1BS"	"part of insect bulk sample"
"P138.1BS_00L08S_03S"	"P138.1BS"	"part of insect bulk sample"
"P138.1BS_00L08S_04S"	"P138.1BS"	"part of insect bulk sample"
"P138.1BS_00L08S_05S"	"P138.1BS"	"part of insect bulk sample"
"P138.1BS_00L08S_06S"	"P138.1BS"	"part of insect bulk sample"
"P138.1BS_00L08S_07S"	"P138.1BS"	"part of insect bulk sample"
"P138.1BS_00L08S_08S"	"P138.1BS"	"part of insect bulk sample"
"P142.1AS_00L08S_01S"	"P142.1AS"	"part of insect bulk sample"
"P142.1AS_00L08S_02S"	"P142.1AS"	"part of insect bulk sample"
"P142.1AS_00L08S_03S"	"P142.1AS"	"part of insect bulk sample"
"P142.1AS_00L08S_04S"	"P142.1AS"	"part of insect bulk sample"
"P142.1AS_00L08S_05S"	"P142.1AS"	"part of insect bulk sample"
"P142.1AS_00L08S_06S"	"P142.1AS"	"part of insect bulk sample"
"P142.1AS_00L08S_07S"	"P142.1AS"	"part of insect bulk sample"
"P142.1AS_00L08S_08S"	"P142.1AS"	"part of insect bulk sample"
"P142.1BS_00L16S_01S"	"P142.1BS"	"part of insect bulk sample"
"P142.1BS_00L16S_02S"	"P142.1BS"	"part of insect bulk sample"
"P142.1BS_00L16S_03S"	"P142.1BS"	"part of insect bulk sample"
"P142.1BS_00L16S_04S"	"P142.1BS"	"part of insect bulk sample"
"P142.1BS_00L16S_05S"	"P142.1BS"	"part of insect bulk sample"
"P142.1BS_00L16S_06S"	"P142.1BS"	"part of insect bulk sample"
"P142.1BS_00L16S_07S"	"P142.1BS"	"part of insect bulk sample"
"P142.1BS_00L16S_08S"	"P142.1BS"	"part of insect bulk sample"
"P142.1BS_00L16S_09S"	"P142.1BS"	"part of insect bulk sample"
"P142.1BS_00L16S_10S"	"P142.1BS"	"part of insect bulk sample"
"P142.1BS_00L16S_11S"	"P142.1BS"	"part of insect bulk sample"
"P142.1BS_00L16S_12S"	"P142.1BS"	"part of insect bulk sample"
"P142.1BS_00L16S_13S"	"P142.1BS"	"part of insect bulk sample"
"P142.1BS_00L16S_14S"	"P142.1BS"	"part of insect bulk sample"
"P142.1BS_00L16S_15S"	"P142.1BS"	"part of insect bulk sample"
"P142.1BS_00L16S_16S"	"P142.1BS"	"part of insect bulk sample"
"P144.1AL_01L07S_01L"	"P144.1AL"	"part of insect bulk sample"
"P144.1AS_01L07S_01S"	"P144.1AS"	"part of insect bulk sample"
"P144.1AS_01L07S_02S"	"P144.1AS"	"part of insect bulk sample"
"P144.1AS_01L07S_03S"	"P144.1AS"	"part of insect bulk sample"
"P144.1AS_01L07S_04S"	"P144.1AS"	"part of insect bulk sample"
"P144.1AS_01L07S_05S"	"P144.1AS"	"part of insect bulk sample"
"P144.1AS_01L07S_06S"	"P144.1AS"	"part of insect bulk sample"
"P144.1AS_01L07S_07S"	"P144.1AS"	"part of insect bulk sample"
"P144.1BS_00L08S_01s"	"P144.1BS"	"part of insect bulk sample"
"P144.1BS_00L08S_02s"	"P144.1BS"	"part of insect bulk sample"
"P144.1BS_00L08S_03s"	"P144.1BS"	"part of insect bulk sample"
"P144.1BS_00L08S_04s"	"P144.1BS"	"part of insect bulk sample"
"P144.1BS_00L08S_05s"	"P144.1BS"	"part of insect bulk sample"
"P144.1BS_00L08S_06s"	"P144.1BS"	"part of insect bulk sample"
"P144.1BS_00L08S_07s"	"P144.1BS"	"part of insect bulk sample"
"P144.1BS_00L08S_08s"	"P144.1BS"	"part of insect bulk sample"
"P146.1AL_01L07S_01L"	"P146.1AL"	"part of insect bulk sample"
"P146.1AS_01L07S_01S"	"P146.1AS"	"part of insect bulk sample"
"P146.1AS_01L07S_02S"	"P146.1AS"	"part of insect bulk sample"
"P146.1AS_01L07S_03S"	"P146.1AS"	"part of insect bulk sample"
"P146.1AS_01L07S_04S"	"P146.1AS"	"part of insect bulk sample"
"P146.1AS_01L07S_05S"	"P146.1AS"	"part of insect bulk sample"
"P146.1AS_01L07S_06S"	"P146.1AS"	"part of insect bulk sample"
"P146.1AS_01L07S_07S"	"P146.1AS"	"part of insect bulk sample"
"P146.1BL_01L19S_01L"	"P146.1BL"	"part of insect bulk sample"
"P146.1BS_01L19S_01S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_02S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_03S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_04S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_05S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_06S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_07S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_08S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_09S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_10S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_11S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_12S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_13S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_14S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_15S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_16S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_17S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_18S"	"P146.1BS"	"part of insect bulk sample"
"P146.1BS_01L19S_19S"	"P146.1BS"	"part of insect bulk sample"
"P146.2AL_01L07S_01L"	"P146.2AL"	"part of insect bulk sample"
"P146.2AS_01L07S_01S"	"P146.2AS"	"part of insect bulk sample"
"P146.2AS_01L07S_02S"	"P146.2AS"	"part of insect bulk sample"
"P146.2AS_01L07S_03S"	"P146.2AS"	"part of insect bulk sample"
"P146.2AS_01L07S_04S"	"P146.2AS"	"part of insect bulk sample"
"P146.2AS_01L07S_05S"	"P146.2AS"	"part of insect bulk sample"
"P146.2AS_01L07S_06S"	"P146.2AS"	"part of insect bulk sample"
"P146.2AS_01L07S_07S"	"P146.2AS"	"part of insect bulk sample"
"P146.2BL_01L15S_01L"	"P146.2BL"	"part of insect bulk sample"
"P146.2BS_01L15S_01S"	"P146.2BS"	"part of insect bulk sample"
"P146.2BS_01L15S_02S"	"P146.2BS"	"part of insect bulk sample"
"P146.2BS_01L15S_03S"	"P146.2BS"	"part of insect bulk sample"
"P146.2BS_01L15S_04S"	"P146.2BS"	"part of insect bulk sample"
"P146.2BS_01L15S_05S"	"P146.2BS"	"part of insect bulk sample"
"P146.2BS_01L15S_06S"	"P146.2BS"	"part of insect bulk sample"
"P146.2BS_01L15S_07S"	"P146.2BS"	"part of insect bulk sample"
"P146.2BS_01L15S_08S"	"P146.2BS"	"part of insect bulk sample"
"P146.2BS_01L15S_09S"	"P146.2BS"	"part of insect bulk sample"
"P146.2BS_01L15S_10S"	"P146.2BS"	"part of insect bulk sample"
"P146.2BS_01L15S_11S"	"P146.2BS"	"part of insect bulk sample"
"P146.2BS_01L15S_12S"	"P146.2BS"	"part of insect bulk sample"
"P146.2BS_01L15S_13S"	"P146.2BS"	"part of insect bulk sample"
"P146.2BS_01L15S_14S"	"P146.2BS"	"part of insect bulk sample"
"P146.2BS_01L15S_15S"	"P146.2BS"	"part of insect bulk sample"
"P148.2AL_01L19S_01L"	"P148.2AL"	"part of insect bulk sample"
"P148.2AS_01L19S_01S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_02S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_03S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_04S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_05S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_06S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_07S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_08S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_09S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_10S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_11S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_12S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_13S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_14S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_15S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_16S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_17S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_18S"	"P148.2AS"	"part of insect bulk sample"
"P148.2AS_01L19S_19S"	"P148.2AS"	"part of insect bulk sample"
"P148.2BS_00L16S_01S"	"P148.2BS"	"part of insect bulk sample"
"P148.2BS_00L16S_02S"	"P148.2BS"	"part of insect bulk sample"
"P148.2BS_00L16S_03S"	"P148.2BS"	"part of insect bulk sample"
"P148.2BS_00L16S_04S"	"P148.2BS"	"part of insect bulk sample"
"P148.2BS_00L16S_05S"	"P148.2BS"	"part of insect bulk sample"
"P148.2BS_00L16S_06S"	"P148.2BS"	"part of insect bulk sample"
"P148.2BS_00L16S_07S"	"P148.2BS"	"part of insect bulk sample"
"P148.2BS_00L16S_08S"	"P148.2BS"	"part of insect bulk sample"
"P148.2BS_00L16S_09S"	"P148.2BS"	"part of insect bulk sample"
"P148.2BS_00L16S_10S"	"P148.2BS"	"part of insect bulk sample"
"P148.2BS_00L16S_11S"	"P148.2BS"	"part of insect bulk sample"
"P148.2BS_00L16S_12S"	"P148.2BS"	"part of insect bulk sample"
"P148.2BS_00L16S_13S"	"P148.2BS"	"part of insect bulk sample"
"P148.2BS_00L16S_14S"	"P148.2BS"	"part of insect bulk sample"
"P148.2BS_00L16S_15S"	"P148.2BS"	"part of insect bulk sample"
"P148.2BS_00L16S_16S"	"P148.2BS"	"part of insect bulk sample"
"P149.1BL_01L11S_01L"	"P149.1BL"	"part of insect bulk sample"
"P149.1BS_01L11S_01S"	"P149.1BS"	"part of insect bulk sample"
"P149.1BS_01L11S_02S"	"P149.1BS"	"part of insect bulk sample"
"P149.1BS_01L11S_03S"	"P149.1BS"	"part of insect bulk sample"
"P149.1BS_01L11S_04S"	"P149.1BS"	"part of insect bulk sample"
"P149.1BS_01L11S_05S"	"P149.1BS"	"part of insect bulk sample"
"P149.1BS_01L11S_06S"	"P149.1BS"	"part of insect bulk sample"
"P149.1BS_01L11S_07S"	"P149.1BS"	"part of insect bulk sample"
"P149.1BS_01L11S_08S"	"P149.1BS"	"part of insect bulk sample"
"P149.1BS_01L11S_09S"	"P149.1BS"	"part of insect bulk sample"
"P149.1BS_01L11S_10S"	"P149.1BS"	"part of insect bulk sample"
"P149.1BS_01L11S_11S"	"P149.1BS"	"part of insect bulk sample"
"P15.1AL_01L03S_01l"	"P15.1AL"	"part of insect bulk sample"
"P15.1AS_01L03S_01S"	"P15.1AS"	"part of insect bulk sample"
"P15.1AS_01L03S_02S"	"P15.1AS"	"part of insect bulk sample"
"P15.1AS_01L03S_03S"	"P15.1AS"	"part of insect bulk sample"
"P15.1BS_00L04S_01S"	"P15.1BS"	"part of insect bulk sample"
"P15.1BS_00L04S_02S"	"P15.1BS"	"part of insect bulk sample"
"P15.1BS_00L04S_03S"	"P15.1BS"	"part of insect bulk sample"
"P15.1BS_00L04S_04S"	"P15.1BS"	"part of insect bulk sample"
"P154.1AL_01L07S_01L"	"P154.1AL"	"part of insect bulk sample"
"P154.1AS_01L07S_01S"	"P154.1AS"	"part of insect bulk sample"
"P154.1AS_01L07S_02S"	"P154.1AS"	"part of insect bulk sample"
"P154.1AS_01L07S_03S"	"P154.1AS"	"part of insect bulk sample"
