"surveyTargetID"	"surveyID"	"surveyTargetType"	"surveyTargetValue"	"includeOrExclude"	"isSurveyTargetFullyReported"
"P248.1B_taxon"	"P248.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P248.2B_taxon"	"P248.2B"	"taxon"	"Diptera"	"include"	"false"
"P248.2B_taxon"	"P248.2B"	"taxon"	"Nematocera"	"include"	"false"
"P248.2B_taxon"	"P248.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P248.2B_taxon"	"P248.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P248.2B_taxon"	"P248.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P248.2B_taxon"	"P248.2B"	"taxon"	"Apocrita"	"include"	"false"
"P249.1B_taxon"	"P249.1B"	"taxon"	"Diptera"	"include"	"false"
"P249.1B_taxon"	"P249.1B"	"taxon"	"Nematocera"	"include"	"false"
"P249.1B_taxon"	"P249.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P249.1B_taxon"	"P249.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P249.1B_taxon"	"P249.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P249.1B_taxon"	"P249.1B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P249.2B_taxon"	"P249.2B"	"taxon"	"Diptera"	"include"	"false"
"P249.2B_taxon"	"P249.2B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P249.2B_taxon"	"P249.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P249.2B_taxon"	"P249.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P249.2B_taxon"	"P249.2B"	"taxon"	"Apocrita"	"include"	"false"
"P250.1B_taxon"	"P250.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P250.1B_taxon"	"P250.1B"	"taxon"	"Nematocera"	"include"	"false"
"P250.1B_taxon"	"P250.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P250.1B_taxon"	"P250.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P250.2B_taxon"	"P250.2B"	"taxon"	"Apocrita"	"include"	"false"
"P250.2B_taxon"	"P250.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P250.2B_taxon"	"P250.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P250.2B_taxon"	"P250.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P251.1B_taxon"	"P251.1B"	"taxon"	"Symphyta"	"include"	"false"
"P251.1B_taxon"	"P251.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P251.1B_taxon"	"P251.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P251.1B_taxon"	"P251.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P251.1B_taxon"	"P251.1B"	"taxon"	"Diptera"	"include"	"false"
"P251.1B_taxon"	"P251.1B"	"taxon"	"Apocrita"	"include"	"false"
"P251.2B_taxon"	"P251.2B"	"taxon"	"Diptera"	"include"	"false"
"P251.2B_taxon"	"P251.2B"	"taxon"	"Nematocera"	"include"	"false"
"P251.2B_taxon"	"P251.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P251.2B_taxon"	"P251.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P251.2B_taxon"	"P251.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P252.1B_taxon"	"P252.1B"	"taxon"	"Diptera"	"include"	"false"
"P252.1B_taxon"	"P252.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P252.1B_taxon"	"P252.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P252.1B_taxon"	"P252.1B"	"taxon"	"Apocrita"	"include"	"false"
"P252.1B_taxon"	"P252.1B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P252.2B_taxon"	"P252.2B"	"taxon"	"Nematocera"	"include"	"false"
"P253.1B_taxon"	"P253.1B"	"taxon"	"Nematocera"	"include"	"false"
"P253.1B_taxon"	"P253.1B"	"taxon"	"Diptera"	"include"	"false"
"P253.1B_taxon"	"P253.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P253.1B_taxon"	"P253.1B"	"taxon"	"Apocrita"	"include"	"false"
"P253.1B_taxon"	"P253.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P253.2B_taxon"	"P253.2B"	"taxon"	"Diptera"	"include"	"false"
"P253.2B_taxon"	"P253.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P253.2B_taxon"	"P253.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P253.2B_taxon"	"P253.2B"	"taxon"	"Nematocera"	"include"	"false"
"P254.1B_taxon"	"P254.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P254.1B_taxon"	"P254.1B"	"taxon"	"Diptera"	"include"	"false"
"P254.1B_taxon"	"P254.1B"	"taxon"	"Apocrita"	"include"	"false"
"P254.1B_taxon"	"P254.1B"	"taxon"	"Nematocera"	"include"	"false"
"P254.2B_taxon"	"P254.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P254.2B_taxon"	"P254.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P254.2B_taxon"	"P254.2B"	"taxon"	"Diptera"	"include"	"false"
"P254.2B_taxon"	"P254.2B"	"taxon"	"Apocrita"	"include"	"false"
"P254.2B_taxon"	"P254.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P258.1B_taxon"	"P258.1B"	"taxon"	"Diptera"	"include"	"false"
"P258.1B_taxon"	"P258.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P258.1B_taxon"	"P258.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P258.1B_taxon"	"P258.1B"	"taxon"	"Apocrita"	"include"	"false"
"P258.2B_taxon"	"P258.2B"	"taxon"	"Diptera"	"include"	"false"
"P258.2B_taxon"	"P258.2B"	"taxon"	"Apocrita"	"include"	"false"
"P258.2B_taxon"	"P258.2B"	"taxon"	"Nematocera"	"include"	"false"
"P259.1B_taxon"	"P259.1B"	"taxon"	"Diptera"	"include"	"false"
"P259.1B_taxon"	"P259.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P259.1B_taxon"	"P259.1B"	"taxon"	"Heteroptera"	"include"	"false"
"P259.1B_taxon"	"P259.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P259.1B_taxon"	"P259.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P259.2B_taxon"	"P259.2B"	"taxon"	"Diptera"	"include"	"false"
"P259.2B_taxon"	"P259.2B"	"taxon"	"Apocrita"	"include"	"false"
"P259.2B_taxon"	"P259.2B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P259.2B_taxon"	"P259.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P260.1B_taxon"	"P260.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P260.1B_taxon"	"P260.1B"	"taxon"	"Nematocera"	"include"	"false"
"P260.1B_taxon"	"P260.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P244.2B_taxon"	"P244.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P244.2B_taxon"	"P244.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P244.2B_taxon"	"P244.2B"	"taxon"	"Apocrita"	"include"	"false"
"P244.2B_taxon"	"P244.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P260.2B_taxon"	"P260.2B"	"taxon"	"Diptera"	"include"	"false"
"P260.2B_taxon"	"P260.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P260.2B_taxon"	"P260.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P260.2B_taxon"	"P260.2B"	"taxon"	"Apocrita"	"include"	"false"
"P262.1B_taxon"	"P262.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P262.1B_taxon"	"P262.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P262.1B_taxon"	"P262.1B"	"taxon"	"Diptera"	"include"	"false"
"P262.2B_taxon"	"P262.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P262.2B_taxon"	"P262.2B"	"taxon"	"Apocrita"	"include"	"false"
"P262.2B_taxon"	"P262.2B"	"taxon"	"Nematocera"	"include"	"false"
"P262.2B_taxon"	"P262.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P262.2B_taxon"	"P262.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P262.2B_taxon"	"P262.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P262.2B_taxon"	"P262.2B"	"taxon"	"Diptera"	"include"	"false"
"P263.1B_taxon"	"P263.1B"	"taxon"	"Diptera"	"include"	"false"
"P263.1B_taxon"	"P263.1B"	"taxon"	"Apocrita"	"include"	"false"
"P263.1B_taxon"	"P263.1B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P263.1B_taxon"	"P263.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P263.1B_taxon"	"P263.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P263.1B_taxon"	"P263.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P263.2B_taxon"	"P263.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P263.2B_taxon"	"P263.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P263.2B_taxon"	"P263.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P263.2B_taxon"	"P263.2B"	"taxon"	"Apocrita"	"include"	"false"
"P263.2B_taxon"	"P263.2B"	"taxon"	"Nematocera"	"include"	"false"
"P263.2B_taxon"	"P263.2B"	"taxon"	"Diptera"	"include"	"false"
"P263.2B_taxon"	"P263.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P264.1B_taxon"	"P264.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P264.1B_taxon"	"P264.1B"	"taxon"	"Nematocera"	"include"	"false"
"P264.1B_taxon"	"P264.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P264.1B_taxon"	"P264.1B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P264.1B_taxon"	"P264.1B"	"taxon"	"Apocrita"	"include"	"false"
"P265.2B_taxon"	"P265.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P265.2B_taxon"	"P265.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P265.2B_taxon"	"P265.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P266.2B_taxon"	"P266.2B"	"taxon"	"Diptera"	"include"	"false"
"P266.2B_taxon"	"P266.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P266.2B_taxon"	"P266.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P266.2B_taxon"	"P266.2B"	"taxon"	"Apocrita"	"include"	"false"
"P268.1B_taxon"	"P268.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P268.1B_taxon"	"P268.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P268.1B_taxon"	"P268.1B"	"taxon"	"Diptera"	"include"	"false"
"P268.1B_taxon"	"P268.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P268.1B_taxon"	"P268.1B"	"taxon"	"Nematocera"	"include"	"false"
"P268.1B_taxon"	"P268.1B"	"taxon"	"Apocrita"	"include"	"false"
"P268.2B_taxon"	"P268.2B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P268.2B_taxon"	"P268.2B"	"taxon"	"Nematocera"	"include"	"false"
"P268.2B_taxon"	"P268.2B"	"taxon"	"Apocrita"	"include"	"false"
"P268.2B_taxon"	"P268.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P268.2B_taxon"	"P268.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P268.2B_taxon"	"P268.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P268.2B_taxon"	"P268.2B"	"taxon"	"Diptera"	"include"	"false"
"P269.1B_taxon"	"P269.1B"	"taxon"	"Heteroptera"	"include"	"false"
"P269.1B_taxon"	"P269.1B"	"taxon"	"Nematocera"	"include"	"false"
"P269.1B_taxon"	"P269.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P269.1B_taxon"	"P269.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P269.1B_taxon"	"P269.1B"	"taxon"	"Diptera"	"include"	"false"
"P269.1B_taxon"	"P269.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P269.2B_taxon"	"P269.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P269.2B_taxon"	"P269.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P269.2B_taxon"	"P269.2B"	"taxon"	"Diptera"	"include"	"false"
"P269.2B_taxon"	"P269.2B"	"taxon"	"Nematocera"	"include"	"false"
"P269.2B_taxon"	"P269.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P269.2B_taxon"	"P269.2B"	"taxon"	"Apocrita"	"include"	"false"
"P270.1B_taxon"	"P270.1B"	"taxon"	"Apocrita"	"include"	"false"
"P270.1B_taxon"	"P270.1B"	"taxon"	"Diptera"	"include"	"false"
"P270.1B_taxon"	"P270.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P270.1B_taxon"	"P270.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P270.1B_taxon"	"P270.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P270.2B_taxon"	"P270.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P270.2B_taxon"	"P270.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P270.2B_taxon"	"P270.2B"	"taxon"	"Apocrita"	"include"	"false"
"P270.2B_taxon"	"P270.2B"	"taxon"	"Diptera"	"include"	"false"
"P271.1B_taxon"	"P271.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P271.1B_taxon"	"P271.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P271.1B_taxon"	"P271.1B"	"taxon"	"Diptera"	"include"	"false"
"P271.1B_taxon"	"P271.1B"	"taxon"	"Apocrita"	"include"	"false"
"P271.1B_taxon"	"P271.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P271.2B_taxon"	"P271.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P271.2B_taxon"	"P271.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P271.2B_taxon"	"P271.2B"	"taxon"	"Diptera"	"include"	"false"
"P271.2B_taxon"	"P271.2B"	"taxon"	"Nematocera"	"include"	"false"
"P271.2B_taxon"	"P271.2B"	"taxon"	"Apocrita"	"include"	"false"
"P272.1B_taxon"	"P272.1B"	"taxon"	"Apocrita"	"include"	"false"
"P272.1B_taxon"	"P272.1B"	"taxon"	"Diptera"	"include"	"false"
"P272.1B_taxon"	"P272.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P272.2B_taxon"	"P272.2B"	"taxon"	"Diptera"	"include"	"false"
"P272.2B_taxon"	"P272.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P272.2B_taxon"	"P272.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P273.1B_taxon"	"P273.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P273.1B_taxon"	"P273.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P273.1B_taxon"	"P273.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P273.1B_taxon"	"P273.1B"	"taxon"	"Diptera"	"include"	"false"
"P273.1B_taxon"	"P273.1B"	"taxon"	"Apocrita"	"include"	"false"
"P273.1B_taxon"	"P273.1B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P273.2B_taxon"	"P273.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P273.2B_taxon"	"P273.2B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P273.2B_taxon"	"P273.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P273.2B_taxon"	"P273.2B"	"taxon"	"Diptera"	"include"	"false"
"P274.1B_taxon"	"P274.1B"	"taxon"	"Diptera"	"include"	"false"
"P274.1B_taxon"	"P274.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P274.1B_taxon"	"P274.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P274.1B_taxon"	"P274.1B"	"taxon"	"Nematocera"	"include"	"false"
"P274.1B_taxon"	"P274.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P274.1B_taxon"	"P274.1B"	"taxon"	"Apocrita"	"include"	"false"
"P274.2B_taxon"	"P274.2B"	"taxon"	"Nematocera"	"include"	"false"
"P274.2B_taxon"	"P274.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P274.2B_taxon"	"P274.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P274.2B_taxon"	"P274.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P274.2B_taxon"	"P274.2B"	"taxon"	"Diptera"	"include"	"false"
"P275.1B_taxon"	"P275.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P275.1B_taxon"	"P275.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P275.1B_taxon"	"P275.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P275.1B_taxon"	"P275.1B"	"taxon"	"Nematocera"	"include"	"false"
"P275.1B_taxon"	"P275.1B"	"taxon"	"Diptera"	"include"	"false"
"P275.2B_taxon"	"P275.2B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P275.2B_taxon"	"P275.2B"	"taxon"	"Diptera"	"include"	"false"
"P275.2B_taxon"	"P275.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P275.2B_taxon"	"P275.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P275.2B_taxon"	"P275.2B"	"taxon"	"Nematocera"	"include"	"false"
"P275.2B_taxon"	"P275.2B"	"taxon"	"Culicidae"	"include"	"false"
"P275.2B_taxon"	"P275.2B"	"taxon"	"Lepidoptera"	"include"	"false"
"P275.2B_taxon"	"P275.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P276.2B_taxon"	"P276.2B"	"taxon"	"Nematocera"	"include"	"false"
"P276.2B_taxon"	"P276.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P276.2B_taxon"	"P276.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P276.2B_taxon"	"P276.2B"	"taxon"	"Diptera"	"include"	"false"
"P276.2B_taxon"	"P276.2B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P278.1B_taxon"	"P278.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P278.1B_taxon"	"P278.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P278.1B_taxon"	"P278.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P278.1B_taxon"	"P278.1B"	"taxon"	"Apocrita"	"include"	"false"
"P278.1B_taxon"	"P278.1B"	"taxon"	"Diptera"	"include"	"false"
"P278.2B_taxon"	"P278.2B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P278.2B_taxon"	"P278.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P278.2B_taxon"	"P278.2B"	"taxon"	"Diptera"	"include"	"false"
"P278.2B_taxon"	"P278.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P278.2B_taxon"	"P278.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P279.1B_taxon"	"P279.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P279.1B_taxon"	"P279.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P279.1B_taxon"	"P279.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P279.1B_taxon"	"P279.1B"	"taxon"	"Diptera"	"include"	"false"
"P279.2B_taxon"	"P279.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P279.2B_taxon"	"P279.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P279.2B_taxon"	"P279.2B"	"taxon"	"Curculionidae"	"include"	"false"
"P279.2B_taxon"	"P279.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P279.2B_taxon"	"P279.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P279.2B_taxon"	"P279.2B"	"taxon"	"Nematocera"	"include"	"false"
"P279.2B_taxon"	"P279.2B"	"taxon"	"Hymenoptera"	"include"	"false"
"P279.2B_taxon"	"P279.2B"	"taxon"	"Diptera"	"include"	"false"
"P279.2B_taxon"	"P279.2B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P280.1B_taxon"	"P280.1B"	"taxon"	"Nematocera"	"include"	"false"
"P280.1B_taxon"	"P280.1B"	"taxon"	"Diptera"	"include"	"false"
"P280.1B_taxon"	"P280.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P280.1B_taxon"	"P280.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P280.1B_taxon"	"P280.1B"	"taxon"	"Apocrita"	"include"	"false"
"P280.2B_taxon"	"P280.2B"	"taxon"	"Diptera"	"include"	"false"
"P280.2B_taxon"	"P280.2B"	"taxon"	"Nematocera"	"include"	"false"
"P280.2B_taxon"	"P280.2B"	"taxon"	"Apocrita"	"include"	"false"
"P280.2B_taxon"	"P280.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P280.2B_taxon"	"P280.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P280.2B_taxon"	"P280.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P280.2B_taxon"	"P280.2B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P281.1B_taxon"	"P281.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P281.1B_taxon"	"P281.1B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P281.1B_taxon"	"P281.1B"	"taxon"	"Diptera"	"include"	"false"
"P281.1B_taxon"	"P281.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P281.1B_taxon"	"P281.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P281.2B_taxon"	"P281.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P281.2B_taxon"	"P281.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P281.2B_taxon"	"P281.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P281.2B_taxon"	"P281.2B"	"taxon"	"Apocrita"	"include"	"false"
"P281.2B_taxon"	"P281.2B"	"taxon"	"Curculionidae"	"include"	"false"
"P281.2B_taxon"	"P281.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P281.2B_taxon"	"P281.2B"	"taxon"	"Nematocera"	"include"	"false"
"P282.1B_taxon"	"P282.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P282.1B_taxon"	"P282.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P282.1B_taxon"	"P282.1B"	"taxon"	"Nematocera"	"include"	"false"
"P282.1B_taxon"	"P282.1B"	"taxon"	"Diptera"	"include"	"false"
"P282.1B_taxon"	"P282.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P283.1B_taxon"	"P283.1B"	"taxon"	"Diptera"	"include"	"false"
"P283.1B_taxon"	"P283.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P283.1B_taxon"	"P283.1B"	"taxon"	"Nematocera"	"include"	"false"
"P283.1B_taxon"	"P283.1B"	"taxon"	"Apocrita"	"include"	"false"
"P283.2B_taxon"	"P283.2B"	"taxon"	"Diptera"	"include"	"false"
"P283.2B_taxon"	"P283.2B"	"taxon"	"Apocrita"	"include"	"false"
"P283.2B_taxon"	"P283.2B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P283.2B_taxon"	"P283.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P283.2B_taxon"	"P283.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P283.2B_taxon"	"P283.2B"	"taxon"	"Nematocera"	"include"	"false"
"P283.2B_taxon"	"P283.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P284.1B_taxon"	"P284.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P284.1B_taxon"	"P284.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P284.1B_taxon"	"P284.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P284.2B_taxon"	"P284.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P284.2B_taxon"	"P284.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P284.2B_taxon"	"P284.2B"	"taxon"	"Nematocera"	"include"	"false"
"P284.2B_taxon"	"P284.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P284.2B_taxon"	"P284.2B"	"taxon"	"Apocrita"	"include"	"false"
"P284.2B_taxon"	"P284.2B"	"taxon"	"Diptera"	"include"	"false"
"P285.1B_taxon"	"P285.1B"	"taxon"	"Nematocera"	"include"	"false"
"P285.1B_taxon"	"P285.1B"	"taxon"	"Diptera"	"include"	"false"
"P285.1B_taxon"	"P285.1B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P285.1B_taxon"	"P285.1B"	"taxon"	"Apocrita"	"include"	"false"
"P285.1B_taxon"	"P285.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P285.1B_taxon"	"P285.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P285.1B_taxon"	"P285.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P285.2B_taxon"	"P285.2B"	"taxon"	"Diptera"	"include"	"false"
"P285.2B_taxon"	"P285.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P285.2B_taxon"	"P285.2B"	"taxon"	"Apocrita"	"include"	"false"
"P285.2B_taxon"	"P285.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P285.2B_taxon"	"P285.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P285.2B_taxon"	"P285.2B"	"taxon"	"Nematocera"	"include"	"false"
"P285.2B_taxon"	"P285.2B"	"taxon"	"Culicidae"	"include"	"false"
"P286.1B_taxon"	"P286.1B"	"taxon"	"Diptera"	"include"	"false"
"P286.1B_taxon"	"P286.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P286.1B_taxon"	"P286.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P286.1B_taxon"	"P286.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P286.2B_taxon"	"P286.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P286.2B_taxon"	"P286.2B"	"taxon"	"Diptera"	"include"	"false"
"P286.2B_taxon"	"P286.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P286.2B_taxon"	"P286.2B"	"taxon"	"Staphylinidae"	"include"	"false"
"P286.2B_taxon"	"P286.2B"	"taxon"	"Apocrita"	"include"	"false"
"P286.2B_taxon"	"P286.2B"	"taxon"	"Aphidoidea"	"include"	"false"
"P288.1B_taxon"	"P288.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P288.1B_taxon"	"P288.1B"	"taxon"	"Diptera"	"include"	"false"
"P288.1B_taxon"	"P288.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P288.1B_taxon"	"P288.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P288.1B_taxon"	"P288.1B"	"taxon"	"Apocrita"	"include"	"false"
"P289.1B_taxon"	"P289.1B"	"taxon"	"Coleoptera"	"include"	"false"
"P289.1B_taxon"	"P289.1B"	"taxon"	"Cicadomorpha"	"include"	"false"
"P289.1B_taxon"	"P289.1B"	"taxon"	"Apocrita"	"include"	"false"
"P289.1B_taxon"	"P289.1B"	"taxon"	"Aphidoidea"	"include"	"false"
"P289.1B_taxon"	"P289.1B"	"taxon"	"Nematocera"	"include"	"false"
"P289.1B_taxon"	"P289.1B"	"taxon"	"Staphylinidae"	"include"	"false"
"P289.2B_taxon"	"P289.2B"	"taxon"	"Nematocera"	"include"	"false"
"P289.2B_taxon"	"P289.2B"	"taxon"	"Coleoptera"	"include"	"false"
"P289.2B_taxon"	"P289.2B"	"taxon"	"Diptera"	"include"	"false"
"P289.2B_taxon"	"P289.2B"	"taxon"	"Apocrita"	"include"	"false"
"P289.2B_taxon"	"P289.2B"	"taxon"	"Heteroptera"	"include"	"false"
"P290.2B_taxon"	"P290.2B"	"taxon"	"Diptera"	"include"	"false"
