assertionID	occurrenceID	verbatimAssertionType	assertionType	assertionTypeIRI	assertionTypeVocabulary	assertionMadeDate	assertionEffectiveDate	assertionValue	assertionValueIRI	assertionValueVocabulary	assertionValueNumeric	assertionUnit	assertionUnitIRI	assertionUnitVocabulary	assertionBy	assertionByID	assertionProtocols	assertionProtocolID	assertionReferences	assertionRemarks
a664411e-f278-416c-9e98-bfe97406263a	5d8d3312-8131-4baa-ac07-3fd9e5ce31c3		Length of the specimen								75	millimeter								
6b049a93-d458-4813-bee1-d7421a6f1115	b98bb051-1271-4520-98fb-2a7d7890a257		Length of the specimen								82	millimeter								
be6b9f70-257c-4c5d-a0a9-6a0da4d79aaa	938c4587-697f-4c45-a3c2-6920885a1163		Length of the specimen								202	millimeter								
19eec206-587e-441a-a1fc-ee9391ce0cc1	7fb80996-dd63-4a7d-9ca6-8a0417d9cff8		Length of the specimen								85	millimeter								
2224c9c4-0c8e-466d-8de6-40db8f6c7f84	3373bb6a-e27b-488f-af3a-61f4e583df2a		Length of the specimen								168	millimeter								
c0df9ad7-ecd2-4e32-bb98-2ad104702cd6	5e8a5f54-fc51-42c3-a0dd-2a10d8c3e801		Length of the specimen								150	millimeter								
c6f110c4-baf3-45dd-a620-56d2d1f825a8	c7729078-1171-4d67-98c3-2f8ed49cdc3c		Length of the specimen								190	millimeter								
e810e1cf-45f5-48b8-8534-cc737f9b5b78	217b6936-a9ab-4237-b81f-6d0771cd3934		Length of the specimen								121	millimeter								
737afb7c-8098-40ea-bdb4-53baffe4a380	99b7549f-f211-4689-a46d-87b4e7c12c2b		Length of the specimen								205	millimeter								
3036bc09-66ad-4906-a51f-e6e2d9006957	21fa2078-2247-4a75-b454-9d2596aab2a6		Length of the specimen								84	millimeter								
1b8c0d4b-3b7c-49ca-bc0c-9ea204065f5f	bf416321-5961-4f2c-8d20-cb99bf0872e9		Length of the specimen								150	millimeter								
3eac564b-0787-40fe-a774-cc956d8633f7	3a1d70d3-dd6d-47ad-ab78-b7d449335630		Length of the specimen								206	millimeter								
c99b75f9-f091-4423-8974-fa25e95f29ab	c4f811c7-69a8-41dc-ad03-ab8e59c0facc		Length of the specimen								203	millimeter								
ca68838a-1652-4ba0-82db-b47a3cafd46c	f99e822c-c2c1-46dc-856b-92281c2ab948		Length of the specimen								151	millimeter								
603746f0-1c90-4a9d-82a0-9cc59b61ce88	dd213de9-8849-437a-ac73-9b9faea4d4dd		Length of the specimen								80	millimeter								
4a75db08-59fa-4079-9c44-5f083207349b	897daa74-5708-4afe-9d6a-9df8c911d4b5		Length of the specimen								91	millimeter								
9ef10f0f-2ae5-464e-a0b5-9235866c414d	e52d0a16-c3b6-4f83-a7df-39d916455be3		Length of the specimen								90	millimeter								
8a8dd69b-12f0-41c9-ac18-8697d2481f04	485ecec8-bec3-4fa4-90d7-837ec460de3c		Length of the specimen								87	millimeter								
d66a003d-3d08-470d-90ae-ec1619d7c437	0528554b-9eb3-4e64-b08d-272285c857b5		Length of the specimen								172	millimeter								
6958dd92-14b5-4a87-9064-573318b9082e	f861ae28-e1a5-473b-ba7b-88740dc62a1d		Length of the specimen								131	millimeter								
7adc9ff0-8486-4493-92db-66c842b1f60d	d81aa5c4-798e-452b-84c7-58f89c39ab3d		Length of the specimen								171	millimeter								
45852980-63e9-48d8-a3f4-15142bbc9ed3	4a75ef5c-6da3-4de0-8a3e-514b401d81ab		Length of the specimen								82	millimeter								
86d0345c-d5b7-49e2-9493-b1b1634e541d	8b2c4195-dfb7-4f21-96de-e56fc10d2e94		Length of the specimen								212	millimeter								
90246a3f-f097-4984-9ea9-575ff33b32f8	2c196179-b231-4207-bd2f-d228d2402073		Length of the specimen								160	millimeter								
7b57e7d6-8f54-41bd-a1db-e2a7d57f855e	5fb49ce0-5ca6-4751-a7c7-0734c44487e1		Length of the specimen								153	millimeter								
5432c3fb-1d49-4462-8bae-510cc7afb033	c24d32f8-a198-4059-8315-f237f31ad1c7		Length of the specimen								175	millimeter								
955e77bc-c5f1-4e6f-8096-5d1fdeb0faaf	9c72ada0-0e23-46a1-9f5f-1daf8d179440		Length of the specimen								86	millimeter								
29a1a253-be93-4739-a565-2e0aa04b25fc	18bd6024-5853-45c2-9c5d-a40679a7996e		Length of the specimen								95	millimeter								
73270cf5-8a4d-4e0d-9feb-c4cb24fc82c0	5b14010b-7097-483c-9f69-cc0efc0c6eb9		Length of the specimen								88	millimeter								
bd587b31-da3b-40a7-9e55-0544f29ca602	360725fe-7822-4cfd-bb34-1a82049496fb		Length of the specimen								72	millimeter								
42d43837-349f-4797-afc6-3e288a7fd637	6ec955b3-696b-49d5-ae21-f93c4e8855c2		Length of the specimen								211	millimeter								
1dd3be3c-3b2a-42bc-805c-95ecd724004d	3930922d-6a72-4206-819f-444dc2d36be9		Length of the specimen								93	millimeter								
44716ae1-7eae-496f-a88e-0952ec0cbbdc	b2f88573-a992-4815-b099-c307f8f1754d		Length of the specimen								161	millimeter								
54bc84c6-210c-4fc8-94fe-dbfce8e42006	49528ac8-4b14-401c-9d60-db92bd59edf6		Length of the specimen								213	millimeter								
2ce20f8b-30ae-49d3-a8e2-1d0c83baa7e2	cf2e00a3-0e50-41a6-b5c1-dd0fd6507a27		Length of the specimen								79	millimeter								
0b1f26ca-df21-4d47-a002-a511a83471dc	371f61d3-41f9-4e5a-af09-0c28d69e1228		Length of the specimen								148	millimeter								
ad2d05e9-ee83-4151-9c65-c11d1730161a	f79b44da-5207-4f56-a359-bb2117a18d05		Length of the specimen								165	millimeter								
714c0ccc-e9ef-4fce-b07a-1fb310dca870	5337636f-7c96-40fe-b857-9a4e5ac8c681		Length of the specimen								76	millimeter								
aff0b127-767e-465d-a238-41d7963438f7	2c351db3-2408-4ee8-a1f8-b7b1489a63f8		Length of the specimen								84	millimeter								
1ccba041-4e01-4129-9e65-58104916aeef	d3bf8242-6817-4b6c-a660-7b82a4e1c62b		Length of the specimen								210	millimeter								
ccdab0ff-cea1-4898-811b-eeaba34b1d03	7551dfbb-9e77-4576-a5ef-9030fdf1ee66		Length of the specimen								109	millimeter								
dcb787c7-6d27-4b0c-b2fc-baceca1b53c0	c41275e8-c9ea-4656-893e-f66f2decb3ef		Length of the specimen								86	millimeter								
eaf1da01-db19-45a3-906e-2ef817beb8f8	437a030f-50f6-47f9-832e-dbcbefe2dbe6		Length of the specimen								81	millimeter								
6769e877-bb18-4e9a-9276-5028b9ebe709	fb3198f3-8be1-4f70-b844-10551abea209		Length of the specimen								66	millimeter								
d9fa83ba-963b-4e4f-b239-68caceba51f8	c307c0c2-301d-4b9c-b82a-5297b81d4972		Length of the specimen								86	millimeter								
034ccb3a-0d47-41ec-a91b-4c1892a4105f	e1189dae-6955-4ca2-8e64-5d267177c947		Length of the specimen								159	millimeter								
1ee8ca9f-ba57-4a27-9543-3d78a3e24a0d	98e43a8e-dcac-4eee-8e38-e5f2feec0a12		Length of the specimen								137	millimeter								
34895822-6d94-4216-9820-03c895f28960	c42c0c7d-f3e7-4955-ba74-4caaa482a95c		Length of the specimen								211	millimeter								
d162a893-d63d-45da-96c1-1f1060b8f526	441db6de-a6d1-4da1-879a-131f7827724b		Length of the specimen								81	millimeter								
f9b6f9e2-79e1-4f7d-a6c2-1dc5faac82cc	3dd0a076-65d1-4f50-96e2-7d1c2d5d00d2		Length of the specimen								112	millimeter								
126b95af-10ba-4e6a-bd93-aa8bddf00bb5	eba9a2ce-b0e8-417c-8667-e712ca3a7a85		Length of the specimen								144	millimeter								
7e6bdf63-188a-48a1-a975-f8e5e02dd3ba	09c9bf93-9010-4284-b074-0de82e5ce506		Length of the specimen								111	millimeter								
25056d94-0f22-480a-a121-05e0b50a6b28	34d756ea-dc98-48e3-ad44-bd7b22f3686f		Length of the specimen								77	millimeter								
61403821-2bc6-49eb-92cd-1d8256989d10	3074c935-ba05-44c8-9248-d14b949f1182		Length of the specimen								90	millimeter								
ffb1cb45-c016-4da0-a1ec-1113e23b893f	ea98dab7-3b1d-4904-b885-443b15040487		Length of the specimen								140	millimeter								
d4e5023b-7099-4664-904a-4e354170fb2b	ddb20551-0dcc-4937-9851-4a906ae922b8		Length of the specimen								73	millimeter								
ecba0956-7bfb-448f-a383-10823527f682	318add36-e205-417f-887f-c6b9743f8337		Length of the specimen								87	millimeter								
cabb6e33-6821-4e18-9317-e20e11b9b5b9	da25573a-534a-40b3-88e7-b455280cac51		Length of the specimen								91	millimeter								
37d189dd-8f0a-425b-a170-2c65b95f58c9	cd6411b7-ec88-42cf-93ad-9449c0e8b99c		Length of the specimen								81	millimeter								
caddf43a-93be-4c5a-b174-e9643bcd53b0	3a95a150-f82c-4c8f-b0a1-02916d40a1ce		Length of the specimen								172	millimeter								
5c84283a-80af-4805-8382-ea2c2db01874	135d3e96-518a-47a5-bfd7-4c017f897796		Length of the specimen								86	millimeter								
ba2ac5d9-52e3-4e52-9eb7-5e0fae005cd1	647ec9bb-63ae-4774-8850-e378a7e67de8		Length of the specimen								71	millimeter								
aaddc781-9372-4923-b218-3e7d7a467d1b	2d2d4f98-d6c3-47de-bbfd-7a8a42e9e054		Length of the specimen								156	millimeter								
d560e13c-ae73-48a4-8287-00b81beff81f	bad7eda1-c638-4786-9e9b-8b71672c1430		Length of the specimen								80	millimeter								
c60ea36d-2000-485c-b394-0e4a40c9c3a0	5b33a6ca-37c4-4dcd-9a7c-bdb97d1b5111		Length of the specimen								87	millimeter								
15f6354d-0720-4451-bca9-771e6049c942	6dfedd09-5882-45b9-9e75-05efa5c6237d		Length of the specimen								79	millimeter								
f496007e-4d26-4fa8-b50c-8b20cf373c41	8ff26412-f662-46b9-b318-e0f4dd999132		Length of the specimen								80	millimeter								
4324d615-0d82-42be-b6bb-a5f0ee22fe57	0638c380-9ce9-4e72-9471-0a3548b13bbf		Length of the specimen								162	millimeter								
2865210e-3c15-460c-a6dc-c50fa3e32f8e	acea2cdb-75f4-4365-bc57-6fa9dde80fbf		Length of the specimen								228	millimeter								
95fb9be4-1f57-4ad5-9a9c-447756f0163c	c82962a8-f7a7-4a59-9d6b-7b5bae6d0d15		Length of the specimen								93	millimeter								
f83cf346-cc8b-4f58-a98e-65b12dae0c06	bfef8b7b-8d02-42cc-b536-60dca4e83802		Length of the specimen								111	millimeter								
3226467c-a81d-404a-82a8-8728c378cdda	0daa9690-00ac-499e-bf41-f180e9d36639		Length of the specimen								132	millimeter								
0e0ad23c-2b34-479b-9b68-9fdbc6c079fb	1ba306d3-ad0d-4c94-b3fc-f1aae910ab95		Length of the specimen								141	millimeter								
da84d6a9-2e75-4836-8267-75e15c0dad33	b14e0c0e-4056-4d38-96ef-4a6361c00bad		Length of the specimen								135	millimeter								
57be4d87-4916-4a13-aae6-5159ec7530e6	ce67eec7-3084-4bae-873b-1e73fa1fddfb		Length of the specimen								153	millimeter								
897c6dd7-7b7f-419c-8a6c-009b7abbc2f2	fe1f428f-9b2f-4fc5-9fd5-f8c0b0ce0ddc		Length of the specimen								126	millimeter								
c9e00ba3-6a29-4162-a985-d7a966dc469f	8115b67c-5600-4808-817b-2f966a70c43f		Length of the specimen								138	millimeter								
63b07324-4545-456b-9505-487a62d6e23d	6038c66f-dd64-4522-933e-3e1da7b75c2d		Length of the specimen								140	millimeter								
4403aa17-8e7a-4160-9809-85a39e061fcc	d33d4fa8-9be6-4a6c-9bbf-10db6b2f6d23		Length of the specimen								136	millimeter								
02dfdf0b-872e-462b-a620-ccbb2b62bff4	43625d54-fc01-4a54-86ce-f6029e3dd007		Length of the specimen								132	millimeter								
2c3da99f-b84d-48c9-a76a-83e9ccce2fc9	9b8aa7b3-fe5d-46d8-a525-ea5a40bc32ba		Length of the specimen								72	millimeter								
8bf59cb9-bb0f-4af4-8ed6-cfdb9f2e0baf	0e22b365-0d6f-49ae-bf48-0223194de1e6		Length of the specimen								160	millimeter								
873e41f9-2e64-4651-879d-f3b99e956396	c211b1b3-625e-46a4-88a0-800dfd194e83		Length of the specimen								124	millimeter								
d43a8072-b34d-4eb5-986f-fbed8a3083c7	fe3117ad-0084-4570-8593-228bda7636d9		Length of the specimen								198	millimeter								
cee4c797-530f-40d1-a8da-f5e7e0f61fe2	bb66380c-4104-4410-909e-cbfb187365e9		Length of the specimen								123	millimeter								
f4237fcb-717c-4e48-9882-769177f12f80	2863162a-b184-4d14-9e55-8a21d3599296		Length of the specimen								187	millimeter								
abf1d53e-c0e1-4b05-b079-0845505da26e	e6d2eb28-1695-4c4f-839d-252e63c7b19c		Length of the specimen								142	millimeter								
5ece559d-daab-4a4c-b388-99599b047096	b04c53cb-00ad-4b25-9f9c-f49f004e0c73		Length of the specimen								73	millimeter								
7727e926-37f7-4e00-b0a6-80af2fcc3378	867761d2-e042-4375-b6e3-a161dc8c9b29		Length of the specimen								200	millimeter								
b422df40-7b40-4789-8ced-b14c9d4ca04f	23b57c90-b2c2-47cc-83f6-eb01573d7c41		Length of the specimen								121	millimeter								
6269e070-f78b-4587-8764-7763bf67b89f	d1cbe1cc-a3e5-4f15-bdcf-9b767453149e		Length of the specimen								112	millimeter								
ad93e488-281d-4c66-ad7e-df2731f3c296	6c797c04-9ec5-4e35-977c-7c1b3c138d80		Length of the specimen								87	millimeter								
8153e510-9379-4ef7-8e7d-e2b02c1ef7b8	3c3aab64-9481-4645-9ec0-02be99789a78		Length of the specimen								133	millimeter								
cd6969e0-c0c0-4735-afe8-0f7c62792226	83c0259a-76b4-4141-afa4-6b0f58142e9e		Length of the specimen								83	millimeter								
1666a2d7-4fff-4550-97f4-09937b8a7d18	a1125fcf-524a-4255-baf5-6a816fc8a8ea		Length of the specimen								193	millimeter								
14066b47-4672-4fa3-bf58-ca089e52d213	ae22f3c8-eb0e-4212-8515-726d59a0eb9d		Length of the specimen								214	millimeter								
ca6481be-5ee5-4135-ab3d-8f019c4321db	6f4ecf36-bb4b-41bf-908a-f63a420ef99e		Length of the specimen								132	millimeter								
e616255b-1431-4051-a0d7-d9614f910bdc	0c4127ce-225e-4824-aded-ed0c4ea65889		Length of the specimen								132	millimeter								
0bbe1b4d-54f0-4bcf-a3a3-79f0e1897752	ff6368e0-afe0-4afc-a5f9-fda13b0c5105		Length of the specimen								172	millimeter								
f15b80c4-ed89-4657-ad5b-b75b6259fa42	4d4bcbb7-4a32-4fe0-b27f-bb24c53e224e		Length of the specimen								76	millimeter								
7d3f2a1d-b0fd-45ab-a38a-6fb050cb83bf	b282db5a-29b0-49f2-87c9-a37724f0f3a3		Length of the specimen								142	millimeter								
a766aa3a-a39e-4b1e-9c0e-2c3945a29317	33a38301-f1f2-4a06-a72b-1cca7d525395		Length of the specimen								216	millimeter								
7eb7de2f-24f9-4894-9ab9-3b3c43271edc	fa3ef805-77bf-48be-90fd-7d8d49b0cfc3		Length of the specimen								121	millimeter								
f51ea0e4-e51c-499a-b57f-4c9492050d5d	dcfda8f8-9877-4933-b186-5d1aef14b601		Length of the specimen								182	millimeter								
eddf2516-a860-4f5c-8340-7b7ffb2bf83f	570a8947-e173-4b00-aef8-052d3b8d9839		Length of the specimen								146	millimeter								
02223793-e0a6-4158-9ad7-4e1feead1278	0e072cd6-ca46-4192-8720-250730d118b9		Length of the specimen								139	millimeter								
fd7d7cec-fbb4-4719-9449-dd82a27b029b	02c14d66-70d7-4a68-919c-597714490f7f		Length of the specimen								159	millimeter								
74a79438-97bc-4290-9e59-9e69938e49b6	954cc5dc-8df7-4023-82c9-608392dff354		Length of the specimen								135	millimeter								
1b231e2d-7be8-4541-809f-560c499f4f48	cba07040-a514-4b0e-b000-8f09278fd182		Length of the specimen								134	millimeter								
eaa6528e-6c7c-4edd-9946-83a79abad540	b4e92f03-d28d-4441-93a7-e8535a15e95b		Length of the specimen								156	millimeter								
2a2d8f82-5552-4b5b-ad67-2ece49c70943	093f94b2-1602-4ad9-9b82-5c9782ef2bf4		Length of the specimen								136	millimeter								
628cdc13-f532-41d6-8e7f-9b62a79c0c03	b6d35281-f140-4506-9633-914c58d0470d		Length of the specimen								155	millimeter								
48011d00-0182-450c-a3e4-ac425ec4c8fe	4cef6ed5-81bb-418e-9f25-6b7f5f30ec00		Length of the specimen								152	millimeter								
56804516-2c4c-4fee-96ca-fc9fc538c2ae	3cf4b5d5-62db-4d92-9c94-a0edecccda05		Length of the specimen								136	millimeter								
cab1aa91-d84e-4e3c-9475-dfd74b94f9b0	3687e9be-17cc-4255-979d-b1a3c2871d95		Length of the specimen								203	millimeter								
d4185732-ca23-4a04-ac25-3eb3b8499e58	2c9a9dac-03c1-438f-9c79-f4484c04465e		Length of the specimen								87	millimeter								
62ea05ca-c34c-42bc-8c71-7cb44b81c941	fbc29d30-3cc6-4fea-bb88-79eb4dbc6c10		Length of the specimen								142	millimeter								
ab191a7c-035c-4104-a517-adf4ff4d8ee6	62f76887-6388-438e-b36a-3db006eef1c2		Length of the specimen								186	millimeter								
2bfe8894-62ef-4836-b938-204963f57953	24dd695d-db9d-4024-9c08-c9261c00e9e8		Length of the specimen								162	millimeter								
74a542db-90da-4e5f-821b-b445ffbf57cc	ee2c45b1-9fe7-4bc1-a42b-d76963389670		Length of the specimen								85	millimeter								
a74a10e2-deea-4ae8-9f71-43c3e7d9cf8d	88b91546-4635-4a43-beb0-780c27585e1c		Length of the specimen								128	millimeter								
01eb00c3-1830-44f4-9414-337d87aa7825	93195f83-667d-4357-96a4-c3879cb417d0		Length of the specimen								138	millimeter								
c974d79d-dbe0-47ed-ac70-c70f1481a2e9	5b4d6fb9-451d-4e7a-bc1e-50871cf41db9		Length of the specimen								89	millimeter								
8db64b89-4bd1-46a5-9ead-d2b8f3b410a3	cf5de680-6bac-49ea-999d-a5b028a6b154		Length of the specimen								139	millimeter								
aab6d6a2-dd57-4891-98ea-2f52facf4c41	cc58142f-ffb2-4694-a994-ba3b1b7436b5		Length of the specimen								77	millimeter								
88396d15-bafe-49fa-88ff-0c3f70400f7c	cb75d1ba-f02a-4aa3-b8b9-78ae15a7f3af		Length of the specimen								92	millimeter								
9c10d95d-3594-4da6-92b0-055f1d363232	72b56618-199d-4b31-9d87-23a7765af40a		Length of the specimen								141	millimeter								
efe278f0-a772-4ae3-ac17-3d4fd7babcb9	23ce3fd1-c2d6-4671-b16e-789e965ac0c0		Length of the specimen								114	millimeter								
f03beb23-f0cf-4c5a-8856-e3601f81d1b0	11d3a1c2-4b73-43bd-a7e3-b7ce5bf9a493		Length of the specimen								135	millimeter								
dff92fdb-8f97-4d88-8d3e-bb2a7fb05237	89e80a65-532b-4591-8aef-223ce85b6336		Length of the specimen								165	millimeter								
175d4ca2-5056-48bd-b25a-dfb88891579c	580b593b-75bb-4bc2-a46d-c2be4b6280fb		Length of the specimen								76	millimeter								
64570d28-d9d9-48e0-8827-8edd468d4289	7052b8c4-30c6-4dc7-bd9d-32d6491026ae		Length of the specimen								143	millimeter								
b5d50676-650b-46b6-aeae-8bb2a55daabe	9fb4ad1a-4001-4a42-8800-c5d059491549		Length of the specimen								122	millimeter								
be4bcf74-6856-4098-abe6-ac3a33290ed0	fec3eb4d-6cc5-46de-ae8f-0758bafe890e		Length of the specimen								94	millimeter								
8db8a4b3-67c2-4f95-a763-0136c1836e47	b578f839-3763-4743-9950-d6b6b2210ef6		Length of the specimen								158	millimeter								
a33708d7-e63c-4c01-a522-72dc1da9977f	d2a0df38-ade5-413c-98ed-678484b2e92b		Length of the specimen								126	millimeter								
abcd2213-b409-4c34-ab00-5d0f10b029f1	e1bff0fd-753e-420b-bbdd-3c1df92d1778		Length of the specimen								83	millimeter								
c9fdd561-0e4d-42fa-9683-0b38f3b1ddc6	5f99647a-7a86-4b56-8b13-5b17b095906e		Length of the specimen								75	millimeter								
87d3eddc-7ad7-4a19-9de7-ecdb5c731c01	de878544-cc85-4a9d-99e7-803f87d55af2		Length of the specimen								88	millimeter								
302c9823-7185-48df-8024-5149dad4d1f4	76543e43-c372-43f5-9b05-47b1827c225a		Length of the specimen								134	millimeter								
222025be-4e52-4382-b3c3-4baf79a2b663	30391866-9c10-4d18-925f-3ee1be547eff		Length of the specimen								88	millimeter								
c56dbb10-a341-4fdb-a232-8a081d5c1103	f22e729a-e7f4-41c1-93e5-808b04f923db		Length of the specimen								158	millimeter								
81839f33-08cf-4cb9-926c-c90b551f063e	52c9bc94-775d-4e13-b6c8-81addecf6fad		Length of the specimen								88	millimeter								
93077e43-fbee-437d-a64a-eb4f168d255d	a037ca2b-9b68-4a66-b256-dfa5c5b9b6cc		Length of the specimen								106	millimeter								
e24b944b-7b0e-4227-9eee-a4d367daa9c8	0ef90992-885f-47d0-b87e-d474771d47f7		Length of the specimen								68	millimeter								
4862b437-91ca-4135-983b-de6dee9c441c	b45a2445-3f62-4b15-a383-853589c97de0		Length of the specimen								146	millimeter								
fa14443f-879e-4656-ba3e-ff6c45d9bd4d	b8f59799-cd03-4ef7-b5a8-015eeea1650a		Length of the specimen								67	millimeter								
14d72848-141b-4bc8-aab5-96ae3b227fce	929cd9ad-11f1-457e-aee8-904dc71f93c1		Length of the specimen								207	millimeter								
01b31198-0698-4a4c-a49f-81fae434b314	09b85f98-bc96-429b-98ed-8710ca4de430		Length of the specimen								77	millimeter								
9cc853b4-8adb-445a-90a0-0b8d41185690	83579f1a-105b-492b-ab48-ddf5b74035aa		Length of the specimen								86	millimeter								
3a6ef88c-d8f7-41c4-a2f5-fdfa4dadbfca	4fbd89ac-e897-4961-9f2a-21a0ba53de76		Length of the specimen								86	millimeter								
7a46d5db-6a9c-46bd-ba60-e5c2fcb3f801	362fbcbf-3dba-46e9-9b9d-6b94f8cdc379		Length of the specimen								88	millimeter								
73aa94fa-d85e-4fdc-b6a4-f7129e8e1c95	76993541-8e01-4fa1-affe-b82e6200bb26		Length of the specimen								74	millimeter								
7350a3b8-3b18-44f7-89d1-e39a8a73f1f7	c5451c4b-1e95-497b-9363-f19a22bd0594		Length of the specimen								211	millimeter								
d77d1050-b0c2-40bd-8140-e3c5bfea3792	88afc63b-1926-4226-9434-6998eed35f5a		Length of the specimen								146	millimeter								
fee304bb-d5f9-47d3-8ac0-dadeb3eb9bbe	454882a8-c920-4539-b206-daf1600d0984		Length of the specimen								138	millimeter								
8808078e-e36c-4588-94bd-7a10e15b6f35	ef3f20b7-d29e-4ff8-af30-354b762463e2		Length of the specimen								144	millimeter								
4df581d6-d389-423a-9e7d-88dd5e5901e0	615e5307-2cd5-494b-9586-c0d510e771f5		Length of the specimen								161	millimeter								
2c8d8812-7d17-4b75-baeb-553c49e604bc	d708fdbe-efe5-4675-afa0-f07f5abb9efd		Length of the specimen								148	millimeter								
60763c16-29db-4c2d-a7c1-858066c56e62	0d16b24a-8d29-4bc7-a871-6c0228590552		Length of the specimen								152	millimeter								
f3c356ed-0e42-41b3-8d42-29aa3e12002b	f2c803e8-82b2-4f28-a08b-0b8f5c7a8180		Length of the specimen								68	millimeter								
d31e1cad-3ae3-4567-a23b-3253a363e306	a8593ecc-27ea-4056-b29d-cf9486a7d4e0		Length of the specimen								127	millimeter								
a3c0bb8b-6bc3-4057-91a9-29c6a66d34d0	0b7e19f1-d50e-4eda-8776-3688d799dece		Length of the specimen								162	millimeter								
50abcb76-92d3-49a5-9212-b8f6dd349e53	7c8903c1-121d-4007-b4bc-9e4533b2407b		Length of the specimen								151	millimeter								
d1b90e45-6f11-4ee9-82a5-2ce5604a30d8	e9c94699-dee4-4a54-b5d3-3827e77a23b6		Length of the specimen								75	millimeter								
998f6e39-62dc-45a6-a2cd-e9e2c932bd06	1be0df21-6bf0-4552-928f-1f3a282fb154		Length of the specimen								118	millimeter								
8b43fc07-0ba2-46db-8cc8-280756483a53	8ff8bcf0-c9d1-4e30-8ac9-f4e7a2330390		Length of the specimen								139	millimeter								
cbe3fe60-8baf-45c4-86ce-d19119e27e1d	25110431-fd12-44e4-ac5e-a6e8f0207553		Length of the specimen								79	millimeter								
32719022-fbaf-4c07-8343-7f29c4be22a8	7d571efc-4961-44cc-a0a3-bb6aa6072dda		Length of the specimen								84	millimeter								
4f796135-f4da-4dc9-a671-1fe7d325c0fc	49caa9ac-5939-47a8-8de2-e4865e1827c5		Length of the specimen								76	millimeter								
5926fe3a-7bd0-4bb6-8221-496d32ae515e	d9c0d601-a172-4036-a423-0609b02e6bf6		Length of the specimen								84	millimeter								
c9122372-b194-4d54-b33c-ba85d09b8817	255130fd-bd71-4976-bd51-2e1baf0f78dc		Length of the specimen								145	millimeter								
cd486997-fceb-4203-8b10-1ca6746f5ec7	ff95ce2e-8e93-4846-92b2-f60a8026f5e8		Length of the specimen								166	millimeter								
669022d2-5b22-4d9f-8a72-8a89a7f2ae0d	29f1d134-ca16-4813-af0f-69f5d9a279e9		Length of the specimen								74	millimeter								
17024d97-cbba-4d7b-b283-7daded0f4ab9	64f5dd47-2d85-481d-83d5-6d51630a5767		Length of the specimen								137	millimeter								
2b4672d0-e228-4021-a3f2-04e738d11dab	2b77ce2e-967e-4940-ac59-6ac1e7387f27		Length of the specimen								136	millimeter								
94a11197-3371-4938-acf0-b29f60a79c43	9a207139-8f8b-4054-a717-f44ecc33819e		Length of the specimen								211	millimeter								
28500707-5299-4434-b515-0de3b6c985fc	97eee739-c429-46be-a16a-7d49e3f5fb04		Length of the specimen								82	millimeter								
4afb63d9-f154-435d-b53d-8091763de363	581730cd-83b8-416a-9636-74980b3f7a0a		Length of the specimen								146	millimeter								
c3f43ba2-0332-414b-87f3-da2e39ab0b93	5b5c2b84-e78f-44b7-b440-46cf5be7b509		Length of the specimen								82	millimeter								
d32787c2-e754-4a41-925f-6be04a01981b	7e4d7ac9-f73d-416b-b778-81146540d33a		Length of the specimen								78	millimeter								
f0c2a271-8e9b-4c70-a82c-c705b59e0b94	0121eb6e-ec34-4dd0-83e7-c6fc3c4149cc		Length of the specimen								80	millimeter								
c54a04ed-d3e5-4cb0-b133-58ed7634b3ff	aa3ce54e-ec91-4ccc-aaf5-f4218c6ad597		Length of the specimen								77	millimeter								
9f2c2379-58cd-4304-8bec-f0c831c3aedf	d01e19c4-486a-4010-807e-4d3432acc88a		Length of the specimen								136	millimeter								
6edae7e7-f733-4636-8adc-20a90812c75b	0ed1cf14-9eb9-4f12-b568-f94b46b72e9b		Length of the specimen								131	millimeter								
6b022e44-877a-4210-9756-7656aba8c6de	7e5412dc-e258-4267-bcc6-ceabf48ab8dc		Length of the specimen								82	millimeter								
64567d3d-6b84-4b2a-a615-ff6cd7888034	ff67f989-2dcf-4c10-b74c-a526f5ab239a		Length of the specimen								73	millimeter								
021f6fd3-50a6-473e-b10e-2a3ffaf91cea	7df452ed-18ef-4e45-a76c-1f68ff8f9fa9		Length of the specimen								161	millimeter								
cd0139e2-6c0a-4276-ae92-e177ca40e692	f940e981-e1bf-4904-bd1a-ee0a53ff468c		Length of the specimen								85	millimeter								
a87aad0f-cafe-495f-b68b-1f58f58b5710	04da25b3-6089-49c3-8704-a7662569024c		Length of the specimen								90	millimeter								
a68f5ef5-5729-4744-80d9-8c85e8a751a6	944d4482-0293-4a4b-97ad-0430fe57496a		Length of the specimen								89	millimeter								
999f04f8-56f7-43eb-a53a-b07271b2a857	deacbb21-9cf7-44d6-92c9-85d7e8915b69		Length of the specimen								82	millimeter								
74527ef8-efa4-4760-a944-1e40f0261657	946dd145-9e0b-4466-aa3f-1441806a2323		Length of the specimen								77	millimeter								
11c22861-44f8-407f-9f9b-e4987c8c3665	261dccc0-9451-4389-aa96-205b238fb5e8		Length of the specimen								126	millimeter								
25803c67-2a1c-4c0d-b02f-868261494d50	21b7c289-0a72-4354-af7b-07b9554e7936		Length of the specimen								164	millimeter								
50a5ccbf-280e-49aa-9565-e1c62ff54d28	f34e735b-9500-4051-bc64-e828865c631d		Length of the specimen								130	millimeter								
