id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name,field:plant or pollinator?,field:link key? required,field:associated observation,field:interaction->visited flower of,field:interaction->flower visited by
21832666,8e3d830e-514c-415e-bce5-75bed9ea58a6,2019-03-27 2:28:50 PM PDT,2019-03-27,2019-03-27 21:28:50 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-31 17:06:05 UTC,2022-04-21 14:50:02 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/21832666,https://inaturalist-open-data.s3.amazonaws.com/photos/33822139/medium.jpg,,"",Add to pollinators project,4,0,false,2,"Los Angeles County, US-CA, US",32.8684997559,-118.4956970215,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Copestylum marginatum,Copestylum marginatum,,Insecta,1102264,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,,,,,,pollinator,https://www.inaturalist.org/observations/21832683,,,
21832683,4c03adfb-b7a8-4679-9fa4-8cfc4faee287,2019-03-27 2:28:58 PM PDT,2019-03-27,2019-03-27 21:28:58 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-31 17:06:16 UTC,2019-12-10 05:15:00 UTC,research,CC-BY,https://www.inaturalist.org/observations/21832683,https://inaturalist-open-data.s3.amazonaws.com/photos/33822155/medium.jpeg,,"",Add to pollinators project,3,0,false,2,"Los Angeles County, US-CA, US",32.8684997559,-118.4956970215,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,island senecio,Senecio lyonii,island senecio,Plantae,79049,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,Senecio,,Senecio lyonii,,,,,plant,https://www.inaturalist.org/observations/21832683,,,
21832782,bf7febb3-4b99-4364-a2b7-582858ce63d2,2019-03-27 1:09:18 PM PDT,2019-03-27,2019-03-27 20:09:18 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-31 17:08:27 UTC,2022-04-21 14:50:00 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/21832782,https://inaturalist-open-data.s3.amazonaws.com/photos/33822320/medium.jpg,,"",Add to pollinators project,4,0,false,2,"Los Angeles County, US-CA, US",32.8701171875,-118.4949798584,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Copestylum marginatum,Copestylum marginatum,,Insecta,1102264,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,,,,,,pollinator,https://www.inaturalist.org/observations/41081802,,,
21832806,a15bb226-9578-4f6a-923a-4b1bef92e8a3,2019-03-27 1:09:09 PM PDT,2019-03-27,2019-03-27 20:09:09 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-31 17:08:50 UTC,2022-04-21 14:49:58 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/21832806,https://inaturalist-open-data.s3.amazonaws.com/photos/33822350/medium.jpg,,"",Add to pollinators project,3,0,false,2,"Los Angeles County, US-CA, US",32.8701171875,-118.4949798584,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Copestylum marginatum,Copestylum marginatum,,Insecta,1102264,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,,,,,,pollinator,https://www.inaturalist.org/observations/41081802,,,
21832844,681248f1-9658-4dc3-a1ca-2838143aeebe,2019-03-27 10:47:34 AM PDT,2019-03-27,2019-03-27 17:47:34 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-31 17:09:58 UTC,2022-01-03 20:59:35 UTC,research,CC-BY,https://www.inaturalist.org/observations/21832844,https://inaturalist-open-data.s3.amazonaws.com/photos/33822414/medium.jpg,,"",Add to pollinators project,2,0,false,2,"Los Angeles County, US-CA, US",32.8697242737,-118.4958267212,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Copestylum lentum,Copestylum lentum,,Insecta,538837,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,Copestylum lentum,,,,,pollinator,https://www.inaturalist.org/observations/21832858,,,
21832858,be737e79-fb77-409f-ba85-285ffc4d2ff4,2019-03-27 10:45:49 AM PDT,2019-03-27,2019-03-27 17:45:49 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-31 17:10:25 UTC,2019-12-10 05:15:02 UTC,research,CC-BY,https://www.inaturalist.org/observations/21832858,https://inaturalist-open-data.s3.amazonaws.com/photos/33822451/medium.jpeg,,"",Add to pollinators project,3,1,false,2,"Los Angeles County, US-CA, US",32.8697395325,-118.4958267212,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,island senecio,Senecio lyonii,island senecio,Plantae,79049,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,Senecio,,Senecio lyonii,,,,,plant,https://www.inaturalist.org/observations/21832858,,,
21832904,66030bf8-6475-47b4-a732-a45f8477909e,2019-03-28 9:52:31 AM PDT,2019-03-28,2019-03-28 16:52:31 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-31 17:11:33 UTC,2019-12-10 05:15:02 UTC,research,CC-BY,https://www.inaturalist.org/observations/21832904,https://inaturalist-open-data.s3.amazonaws.com/photos/33822514/medium.jpeg,,"",BS9.4a,2,0,false,2,"Los Angeles County, US-CA, US",32.8685188293,-118.4886856079,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,island senecio,Senecio lyonii,island senecio,Plantae,79049,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,Senecio,,Senecio lyonii,,,,,plant,https://www.inaturalist.org/observations/21832904,,,
21832908,9e6f7ccb-0fa1-4c8a-877b-6aca56efdf8b,2019-03-28 10:08:08 AM PDT,2019-03-28,2019-03-28 17:08:08 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-31 17:11:43 UTC,2022-06-15 18:33:39 UTC,research,CC-BY,https://www.inaturalist.org/observations/21832908,https://inaturalist-open-data.s3.amazonaws.com/photos/33822529/medium.jpeg,,"",BS9.4b,2,0,false,2,"Los Angeles County, US-CA, US",32.8684043884,-118.4890289307,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,island senecio,Senecio lyonii,island senecio,Plantae,79049,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,Senecio,,Senecio lyonii,,,,,plant,https://www.inaturalist.org/observations/21832908,https://www.inaturalist.org/observations/21833136,,Copestylum lentum
21833125,e87d5c51-8748-4f4f-9fab-d8d6e8b116e7,2019-03-28 9:52:43 AM PDT,2019-03-28,2019-03-28 16:52:43 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-31 17:16:48 UTC,2023-09-04 00:46:05 UTC,research,CC-BY,https://www.inaturalist.org/observations/21833125,https://inaturalist-open-data.s3.amazonaws.com/photos/33822880/medium.jpg,,"",Add to pollinators project,4,0,false,2,"Los Angeles County, US-CA, US",32.868522644,-118.4886856079,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Copestylum marginatum,Copestylum marginatum,,Insecta,1102264,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,,,,,,pollinator,https://www.inaturalist.org/observations/21832904,,,
21833136,83c6af1f-f650-428f-b8fa-21d383ff7131,2019-03-28 10:13:29 AM PDT,2019-03-28,2019-03-28 17:13:29 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-31 17:17:05 UTC,2022-06-15 20:05:54 UTC,research,CC-BY,https://www.inaturalist.org/observations/21833136,https://inaturalist-open-data.s3.amazonaws.com/photos/33822901/medium.jpg,,"",Add to pollinators project,2,0,false,2,"Los Angeles County, US-CA, US",32.8684463501,-118.4889221191,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Copestylum lentum,Copestylum lentum,,Insecta,538837,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,Copestylum lentum,,,,,pollinator,https://www.inaturalist.org/observations/21832908,https://www.inaturalist.org/observations/21832908,Senecio lyonii,
21833141,d64cc522-8127-4ad7-8a35-daa090eb1343,2019-03-28 10:09:39 AM PDT,2019-03-28,2019-03-28 17:09:39 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-31 17:17:13 UTC,2020-08-11 04:50:20 UTC,research,CC-BY,https://www.inaturalist.org/observations/21833141,https://inaturalist-open-data.s3.amazonaws.com/photos/33822909/medium.jpg,,"",Add to pollinators project,2,0,false,2,"Los Angeles County, US-CA, US",32.8684272766,-118.4889068604,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Yellow-spotted Bromeliad Fly,Copestylum avidum,Yellow-spotted Bromeliad Fly,Insecta,424821,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,Copestylum avidum,,,,,pollinator,https://www.inaturalist.org/observations/21832908,,,
21833246,80ec5510-3318-4bb9-bd0f-96ef54ade26e,2019-03-27 10:25:37 AM PDT,2019-03-27,2019-03-27 17:25:37 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-31 17:18:09 UTC,2022-04-21 14:49:54 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/21833246,https://inaturalist-open-data.s3.amazonaws.com/photos/33822961/medium.jpg,,"",Add to pollinators project,4,0,false,2,"Los Angeles County, US-CA, US",32.8704109192,-118.4957351685,,,,,,,,false,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Copestylum marginatum,Copestylum marginatum,,Insecta,1102264,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,,,,,,pollinator,https://www.inaturalist.org/observations/21833325,,,
21833325,551a887f-4c1c-4b74-b765-b4e64c7c2f49,2019-03-27 10:22:14 AM PDT,2019-03-27,2019-03-27 17:22:14 UTC,Pacific Time (US & Canada),34488,pileated,Casey H. Richart,2019-03-31 17:18:25 UTC,2020-03-31 01:05:31 UTC,research,CC-BY,https://www.inaturalist.org/observations/21833325,https://inaturalist-open-data.s3.amazonaws.com/photos/33822978/medium.jpg,,"",Add to pollinators project,1,0,false,2,"California, US",32.8714129282,-118.4124149149,,,,,29039,,obscured,true,gps,gps,,Los Angeles,California,United States,California,Los Angeles,leafy malacothrix,Malacothrix foliosa foliosa,leafy malacothrix,Plantae,80010,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Microseridinae,Malacothrix,,Malacothrix foliosa,,Malacothrix foliosa foliosa,,,plant,https://www.inaturalist.org/observations/21833325,,,
21922014,bf7fbd8e-c461-455d-a799-ef6c41732251,2019/03/28 12:57 PM PDT,2019-03-28,2019-03-28 19:57:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:27 UTC,2022-06-15 20:05:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21922014,https://inaturalist-open-data.s3.amazonaws.com/photos/33964729/medium.jpeg,,"",,2,0,false,,"Los Angeles, California, United States",32.868615,-118.4887433333,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Copestylum lentum,Copestylum lentum,,Insecta,538837,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,Copestylum lentum,,,,,pollinator,Cope2,https://www.inaturalist.org/observations/21922064,Malacothamnus clementinus,
21922016,e6d6c696-0f57-4462-8b7e-cb6fcc1e90bd,2019/03/28 1:01 PM PDT,2019-03-28,2019-03-28 20:01:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:27 UTC,2022-06-15 18:37:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21922016,https://inaturalist-open-data.s3.amazonaws.com/photos/33964750/medium.jpeg,,"",,2,0,false,,"Los Angeles, California, United States",32.8686116667,-118.48875,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Copestylum lentum,Copestylum lentum,,Insecta,538837,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,Copestylum lentum,,,,,pollinator,Cope3,https://www.inaturalist.org/observations/21922300,Malacothamnus clementinus,
21922018,26d214ba-ed09-4ab5-9810-5a12df9e803e,2019/03/28 1:02 PM PDT,2019-03-28,2019-03-28 20:02:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:28 UTC,2022-04-21 14:49:50 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21922018,https://inaturalist-open-data.s3.amazonaws.com/photos/33964765/medium.jpeg,,"",,4,0,false,,"Los Angeles, California, United States",32.8686166667,-118.4887533333,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Copestylum marginatum,Copestylum marginatum,,Insecta,1102264,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,,,,,,pollinator,Cope5,,,
21922023,f976ef18-f30a-4e04-997a-951c65a148f1,2019/03/28 1:10 PM PDT,2019-03-28,2019-03-28 20:10:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:30 UTC,2022-04-21 14:49:48 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21922023,https://inaturalist-open-data.s3.amazonaws.com/photos/33964800/medium.jpeg,,"",,4,0,false,,"Los Angeles, California, United States",32.8686116667,-118.488755,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Copestylum marginatum,Copestylum marginatum,,Insecta,1102264,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,,,,,,pollinator,Cope4,,,
21922025,d206c2f0-0d17-4d72-b487-f7a1d442e8a6,2019/03/28 1:18 PM PDT,2019-03-28,2019-03-28 20:18:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:31 UTC,2022-06-15 20:06:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21922025,https://inaturalist-open-data.s3.amazonaws.com/photos/33965025/medium.jpeg,,"",,2,0,false,,"Los Angeles, California, United States",32.86862,-118.4887583333,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Copestylum lentum,Copestylum lentum,,Insecta,538837,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,Copestylum lentum,,,,,pollinator,Cope1,,,
21922026,45b924e2-02ce-473c-b721-3980a57df8a4,2019/03/28 1:26 PM PDT,2019-03-28,2019-03-28 20:26:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:31 UTC,2022-04-21 14:49:40 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21922026,https://inaturalist-open-data.s3.amazonaws.com/photos/33965050/medium.jpeg,,"",,4,0,false,,"Los Angeles, California, United States",32.8683366667,-118.4889583333,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Copestylum marginatum,Copestylum marginatum,,Insecta,1102264,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,,,,,,pollinator,Cope7,,,
21922029,e13f7332-15ea-4891-afdd-09355d57e2fb,2019/03/28 1:27 PM PDT,2019-03-28,2019-03-28 20:27:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:33 UTC,2022-01-01 22:41:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21922029,https://inaturalist-open-data.s3.amazonaws.com/photos/33965088/medium.jpeg,,"",,3,0,false,,"Los Angeles, California, United States",32.8683966667,-118.4889733333,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Copestylum lentum,Copestylum lentum,,Insecta,538837,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,Copestylum lentum,,,,,pollinator,Cope8,,,
21922031,98abb3f3-c2fc-4055-9502-285ec3a0e631,2019/03/28 1:28 PM PDT,2019-03-28,2019-03-28 20:28:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:35 UTC,2020-08-11 04:50:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21922031,https://inaturalist-open-data.s3.amazonaws.com/photos/33965144/medium.jpeg,,"",,1,0,false,,"Los Angeles, California, United States",32.868395,-118.4889733333,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Yellow-spotted Bromeliad Fly,Copestylum avidum,Yellow-spotted Bromeliad Fly,Insecta,424821,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,Copestylum avidum,,,,,pollinator,Cope10,,,
21922034,094097f4-49b7-4300-9d11-2cac9127e2c7,2019/03/28 1:32 PM PDT,2019-03-28,2019-03-28 20:32:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:37 UTC,2023-03-05 08:32:06 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21922034,https://inaturalist-open-data.s3.amazonaws.com/photos/33965190/medium.jpeg,,"",,2,0,false,,"Los Angeles County, CA, USA",32.8684233333,-118.4891083333,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Copestylum lentum,Copestylum lentum,,Insecta,538837,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,Copestylum lentum,,,,,pollinator,Cope8,,,
21922042,bea92360-9b79-4f1c-8d87-5f3ac68c89b5,2019/03/28 1:36 PM PDT,2019-03-28,2019-03-28 20:36:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:42 UTC,2022-06-15 20:06:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21922042,https://inaturalist-open-data.s3.amazonaws.com/photos/33965268/medium.jpeg,,"",,2,0,false,,"Los Angeles, California, United States",32.8684416667,-118.4890383333,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Copestylum lentum,Copestylum lentum,,Insecta,538837,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,Copestylum lentum,,,,,pollinator,Cope9,https://www.inaturalist.org/observations/21922911,Senecio lyonii,
21922046,fe09f680-41cd-45bc-a661-209c00984343,2019/03/28 1:46 PM PDT,2019-03-28,2019-03-28 20:46:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:45 UTC,2021-01-17 00:27:49 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21922046,https://inaturalist-open-data.s3.amazonaws.com/photos/33965309/medium.jpeg,,"",,1,0,false,,"Los Angeles, California, United States",32.8686183333,-118.4892483333,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Greater Bee Flies,Bombylius,Greater Bee Flies,Insecta,51559,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Bombyliidae,Bombyliinae,,Bombyliini,,Bombylius,,,,,,,pollinator,Bombylius1,,,
21922050,4cee51b9-567f-409d-ae44-ed5576eb7c96,2019/03/28 1:59 PM PDT,2019-03-28,2019-03-28 20:59:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:48 UTC,2022-01-13 01:37:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21922050,https://inaturalist-open-data.s3.amazonaws.com/photos/33965341/medium.jpeg,,"",,5,0,false,,"Los Angeles, California, United States",32.8685783333,-118.4892133333,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Nausigaster unimaculata,Nausigaster unimaculata,Single-spotted Dimpleback,Insecta,478168,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Merodontini,,Nausigaster,,Nausigaster unimaculata,,,,,pollinator,Nausi1,,,
21922052,8ec20baf-4123-42b3-8369-40215562ed12,2019/03/28 2:01 PM PDT,2019-03-28,2019-03-28 21:01:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:50 UTC,2022-09-05 22:01:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21922052,https://inaturalist-open-data.s3.amazonaws.com/photos/33965423/medium.jpeg,,"",,2,0,false,,"Los Angeles, California, United States",32.8686033333,-118.4891766667,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Anthidium collectum,Anthidium collectum,,Insecta,271351,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Anthidiini,,Anthidium,,Anthidium collectum,,,,,pollinator,Anthidium1,,,
21922053,4a9c10a5-1b09-498d-ad97-9a4cccbd677a,2019/03/28 2:08 PM PDT,2019-03-28,2019-03-28 21:08:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:51 UTC,2019-04-09 12:21:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21922053,https://inaturalist-open-data.s3.amazonaws.com/photos/33965530/medium.jpeg,,"",,1,0,false,,"Los Angeles, California, United States",32.8683333333,-118.4888888889,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Golden Yarrow,Eriophyllum confertiflorum,Golden Yarrow,Plantae,53395,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Madieae,Eriophyllinae,Eriophyllum,,Eriophyllum confertiflorum,,,,,plant,Cope11,,,
21922054,1dbff054-763e-4243-b51a-3217ef39a94b,2019/03/28 2:08 PM PDT,2019-03-28,2019-03-28 21:08:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:52 UTC,2020-04-23 22:14:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21922054,https://inaturalist-open-data.s3.amazonaws.com/photos/33965540/medium.jpeg,,"",,1,0,false,,"Los Angeles County, CA, USA",32.8683333333,-118.4888888889,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Yellow-spotted Bromeliad Fly,Copestylum avidum,Yellow-spotted Bromeliad Fly,Insecta,424821,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,Copestylum avidum,,,,,pollinator,Cope11,,,
21922056,2476c776-7793-49b8-854c-a0b42519fe86,2019/03/28 2:10 PM PDT,2019-03-28,2019-03-28 21:10:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:53 UTC,2022-01-01 21:25:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21922056,https://inaturalist-open-data.s3.amazonaws.com/photos/33965564/medium.jpeg,,"",,1,0,false,,"Los Angeles County, CA, USA",32.868545,-118.4892333333,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Copestylum marginatum,Copestylum lentum,,Insecta,538837,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Volucellini,,Copestylum,,Copestylum lentum,,,,,pollinator,Cope6,,,
21922058,57660145-1d8c-4bce-a213-aec352c88df8,2019/03/28 2:10 PM PDT,2019-03-28,2019-03-28 21:10:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:54 UTC,2019-04-09 12:21:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21922058,https://inaturalist-open-data.s3.amazonaws.com/photos/33965579/medium.jpeg,,"",,1,0,false,,"Los Angeles, California, United States",32.8684483333,-118.4889683333,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Lemonade Berry,Rhus integrifolia,lemonade berry,Plantae,55009,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Anacardiaceae,Anacardioideae,,,,Rhus,,Rhus integrifolia,,,,,plant,Cope6,,,
21922062,bddf9132-a467-404b-82b9-f493dc159712,2019/03/28 1:46 PM PDT,2019-03-28,2019-03-28 20:46:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,Cedric Lee,2019-04-02 21:08:56 UTC,2019-05-25 18:51:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21922062,https://inaturalist-open-data.s3.amazonaws.com/photos/33968790/medium.jpeg,,"","",1,0,false,,"Los Angeles County, CA, USA",32.8686183333,-118.4892483333,,,,,,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Acmispon argophyllus argenteus,Acmispon argophyllus argenteus,,Plantae,80300,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Loteae,,Acmispon,,Acmispon argophyllus,,,Acmispon argophyllus argenteus,,plant,Bombylius1,,,
