"measurementID","occurrenceID","measurementType","measurementValue","measurementUnit","eventID"
"30aa6817c35e0e539f7021f9e0a80a26","c802a776-d1b5-431f-bfcc-40ee6608ac08","Live weight as measured in the field","79","gram",NA
"30b476a683e8a38e193572717ba06c13","4a75ef5c-6da3-4de0-8a3e-514b401d81ab","Live weight as measured in the field","5","gram",NA
"30be5555da4cc326d4d2f89460f01018","eb428a8a-2b4d-4fff-a98f-da2bb6f1fdf8","Live weight as measured in the field","7","gram",NA
"31130ce9d5dc3911b50f8afd974b5434","f79b44da-5207-4f56-a359-bb2117a18d05","Length of the specimen","165","millimeter",NA
"3116cdacd7d62f3469f95795d5ba4a01","b14e0c0e-4056-4d38-96ef-4a6361c00bad","Length of the specimen","135","millimeter",NA
"315a46aebaf96995719645ab5d12e978","9a207139-8f8b-4054-a717-f44ecc33819e","Number of the specimen","6",NA,NA
"31760116d7f359c4b71312ae6247cae9","b282db5a-29b0-49f2-87c9-a37724f0f3a3","Number of the specimen","20",NA,NA
"31873c2acbf22e7cadde9b1499bafeae",NA,"Number of times the settings changed for the second electrofisher","0",NA,"BIGC.20190422.01.3.e-fisher"
"31a00d47179d1d2c481ca68e57075574","482effa1-95c6-40a7-b564-bf19323c0682","Number of the specimen","51",NA,NA
"31a51ced71208daf3756327fcd2d7371","1e6599c7-9b71-47b2-9cd0-932842cb004a","Live weight as measured in the field","0.3","gram",NA
"31ad171823f0290c1333073e8a192928","0f3fb4f0-45a6-41d6-9d8f-b711bc9f11f3","Live weight as measured in the field","3","gram",NA
"31bdfaa73753c479d2ba51e198404d77","e1189dae-6955-4ca2-8e64-5d267177c947","Live weight as measured in the field","37","gram",NA
"31cd9a542026df74183a094706818e1d",NA,"Frequency at the start of data collection for the second electrofisher","30","hertz","BIGC.20191021.01.3.e-fisher"
"31fd29c6e5e40ab9cc8fd05fadc491f3","67277e43-41bd-4187-9739-dd557ed367e0","Number of the specimen","8",NA,NA
"3202e240db1708e5e491c26c0e0f35fc","efa4ddcb-49bb-48df-9701-59db2d0630fb","Length of the specimen","120","millimeter",NA
"323b35c47829d477dd1a9376aac6a619",NA,"Duty cycle at the start of data collection for the second electrofisher","20","percent","BIGC.20190423.04.3.e-fisher"
"3246f8db0197ef439684b24f33ca0051","3a1d70d3-dd6d-47ad-ab78-b7d449335630","Length of the specimen","206","millimeter",NA
"3250fa41b93330282ac94315f4d5e8af","9dfb1017-c260-47e8-b5f6-2a24a7e9c49a","Live weight as measured in the field","22","gram",NA
"326a2baa880677cb7c276485a535db5b","0db30263-34b7-432a-8743-14ca20bc5e20","Length of the specimen","227","millimeter",NA
"32832c12570307a191c0abc843b25a02","8dde8850-db64-4b47-aba4-2b671b04fd5b","Length of the specimen","116","millimeter",NA
"32879905f7c17551be7e0ba242ad60d6","26a7b673-c6cf-4b76-a798-8f4f12ba0c3b","Length of the specimen","101","millimeter",NA
"32a1d257c53eee13abdc79c1ed6e51df","8db76369-f9a6-4e87-942b-3f9fe6c37938","Length of the specimen","112","millimeter",NA
"32b3fe95e9d9df16eeaae97f949166ca","51b4416c-d1fc-42c9-a726-9867b530199d","Live weight as measured in the field","91","gram",NA
"32f47ece228b7a1a26fa073368489b5e",NA,"Frequency at the start of data collection for the second electrofisher","30","hertz","BIGC.20190424.07.1.e-fisher"
"32fdef556fb1eaa0f610bdf92af4f80a",NA,"Number of times the settings changed for the second electrofisher","0",NA,"BIGC.20191021.01.2.e-fisher"
"33107cea86b0517b1bac4361428153b3","c41275e8-c9ea-4656-893e-f66f2decb3ef","Length of the specimen","86","millimeter",NA
"3349732e14213a202fe8a2f8364a6b3a","8193ff7e-a7e3-4395-a8b4-df5bc1c69cc4","Length of the specimen","84","millimeter",NA
"3357e1352df294f40bb6242e7682471b",NA,"Duty cycle at the end of data collection for the second electrofisher","25","percent","BIGC.20190424.07.3.e-fisher"
"3360f304e3b0a5bd9c5461f0731a25d4","7551dfbb-9e77-4576-a5ef-9030fdf1ee66","Length of the specimen","109","millimeter",NA
"337b6192e069e6fee7fd9d59faa3bd2a",NA,"Duty cycle at the end of data collection for the second electrofisher","30","percent","BIGC.20191023.05.1.e-fisher"
"338a143aca2f549781876a398c27ff9b","441db6de-a6d1-4da1-879a-131f7827724b","Number of the specimen","24",NA,NA
"3391f630e5a2599d0285676a2dfbbca7","2788b417-cfef-47d5-bc2c-4b1729faff01","Live weight as measured in the field","21","gram",NA
"33a6399b9d07bc9fed5dde58a601aa9e","e1bff0fd-753e-420b-bbdd-3c1df92d1778","Length of the specimen","83","millimeter",NA
"33bca7293ed4eb486fcd55694a3deb77","890e8552-a038-47f7-8454-4005521d8be7","Live weight as measured in the field","7","gram",NA
"33c230e988ecb76fb175dd56fdb1b9ea","d81aa5c4-798e-452b-84c7-58f89c39ab3d","Length of the specimen","171","millimeter",NA
"33d081bd4eeed4dcb06c3aa4a7c76a82","9ef88d95-dfde-46a6-9f82-4c881f229a03","Length of the specimen","142","millimeter",NA
"3440bb1b82eabb9803a9e6da8c47370b","f778ae58-a900-4061-ba92-d956c53d3d9f","Number of the specimen","5",NA,NA
"348784cbfbfd7d049e9a4587762954c6","fec3eb4d-6cc5-46de-ae8f-0758bafe890e","Length of the specimen","94","millimeter",NA
"34ffa56db5814687e143631eba17852a","a7ff2504-e8cc-471a-acba-bf971f1d4f83","Live weight as measured in the field","18","gram",NA
"352f8b39ce8bf2522fbbf48d5c7c6ce0","c4f811c7-69a8-41dc-ad03-ab8e59c0facc","Length of the specimen","203","millimeter",NA
"35539cc48e1e6ca12a6d8c590db4b1e8","8b2c4195-dfb7-4f21-96de-e56fc10d2e94","Length of the specimen","212","millimeter",NA
"355e5c65a9f0e344cd77299b60ab4c76",NA,"Voltage at the start of data collection for the second electrofisher","300","volt","BIGC.20190422.01.1.e-fisher"
"35a874870df15595dcc72dea41458224","882a2a29-2ff3-4dae-a57e-594317228273","Live weight as measured in the field","13","gram",NA
"35fd1b52882d76c864116878f97baffa","cc58142f-ffb2-4694-a994-ba3b1b7436b5","Number of the specimen","2",NA,NA
"36022c66d5b8f007e7118f590068a678",NA,"Dissolved Oxygen Concentration","9.1","milligramsPerLiter","BIGC.20190425.08.1.e-fisher"
"3602d2dc891ffc320311b26e23933d9f","47a3a918-4a47-4fc3-81d9-941294f08a1b","Live weight as measured in the field","10","gram",NA
"3617874ed69253aac8078cd26cc31242","bfef8b7b-8d02-42cc-b536-60dca4e83802","Number of the specimen","18",NA,NA
"36292270572e422bbb1c662e2ad5b4e9","3d14198c-84d5-4350-be76-6597d265ff76","Number of the specimen","28",NA,NA
"362923c416481a084a8468c7ea415831","2c8772e3-5f1c-486d-9b18-ef07ef66bd17","Number of the specimen","16",NA,NA
"36405fe20f11fcae242ebbd0664d4451","cba07040-a514-4b0e-b000-8f09278fd182","Length of the specimen","134","millimeter",NA
"3644ccf1405bae17121f544ade5e72bf","c5451c4b-1e95-497b-9363-f19a22bd0594","Number of the specimen","14",NA,NA
"364e4c6a9521b607e08d3fb8c6e86a86","a2fb2b65-66c6-481d-8d07-c0ddc52de892","Length of the specimen","118","millimeter",NA
"366dff38b0c9cf23d49e0d3ea63c66b2","8115b67c-5600-4808-817b-2f966a70c43f","Length of the specimen","138","millimeter",NA
"3670f20cc95f211f0839174c516db7d2","273b402c-5f3b-404c-ac7a-aae02294fb2e","Live weight as measured in the field","0.3","gram",NA
"3679bb5c2c5d1199c2b9ab5d99dbec0f","1cdcb62d-ba69-45c2-a541-f2270e54b60b","Live weight as measured in the field","55","gram",NA
"36a1debd263b78fa2c23976249a9c85b","824b5ffc-1c55-4b42-8a44-96ff481335e9","Live weight as measured in the field","9","gram",NA
"36caf09fb2475cde37a359534bbbac54","43625d54-fc01-4a54-86ce-f6029e3dd007","Length of the specimen","132","millimeter",NA
"36df276d645314830e3a509606f97b2e","890ca39f-458f-4c50-97af-8f814cae2c07","Live weight as measured in the field","17","gram",NA
"36f8f05dfe3276a2ae781444a40371b6","1f55d040-caf9-420d-8efd-8473eff2a736","Live weight as measured in the field","20","gram",NA
"37063a7e229756584730f0028ed3eb50","b98d7cde-22fe-42bf-8735-5936cb5a8f02","Live weight as measured in the field","12","gram",NA
"37261b82aa465582b4c8e836193dfe6e","63c1d83a-e580-4ed8-9255-01b712d014e1","Number of the specimen","11",NA,NA
"374d964a2cfbc67dcd2dcc4b30c93d23","0ef90992-885f-47d0-b87e-d474771d47f7","Number of the specimen","16",NA,NA
"37693f048050b994531ebcd3dd23d72f","e924a1a2-f6ef-466e-884e-490ba4eb1d6f","Number of the specimen","33",NA,NA
"376ff46ac970169bec7fe87cfb95551f",NA,"Duty cycle at the end of data collection for the second electrofisher","35","percent","BIGC.20191021.01.3.e-fisher"
"3786566b471fe2edac1082242bc0d974","dd213de9-8849-437a-ac73-9b9faea4d4dd","Length of the specimen","80","millimeter",NA
"379a454e7b32355bd663a621be5efa11","da25573a-534a-40b3-88e7-b455280cac51","Live weight as measured in the field","6","gram",NA
"37a6b3ec61f9549e5cf28a28f979b17b","72f4bca7-1f44-4749-a56e-86fc9877758b","Number of the specimen","26",NA,NA
"37cc5a625a67a5a99dcb77b3332412c3","26779338-3e06-4d13-8eca-f5e3e3cc1977","Length of the specimen","144","millimeter",NA
"37d79e9ff1e3ba2ace0c61eb598e9bcb","a042ef94-1bf3-4613-aade-fbe0956a7b2d","Length of the specimen","125","millimeter",NA
"37e2ec2c0235b4293d8fd24722fce66c",NA,"Temperature of water","13","degrees Celsius","BIGC.20190424.07.3.e-fisher"
"37fa44c275d79686dbed7b1f8e519653",NA,"Duty cycle at the end of data collection for the second electrofisher","20","percent","BIGC.20190423.04.2.e-fisher"
"38352969e909d416f620dd5fe8b6af6b","5f3e4242-cbb2-4afe-b3f6-ffda66aea67b","Live weight as measured in the field","33","gram",NA
"383c4d52067de2a234fddf004fe19566","6efcb4b4-f8b3-4bae-80ea-4fe1000378cc","Number of the specimen","3",NA,NA
"38489761c905af07772a3f9855376597","155b52af-189b-4320-a6e8-69de2112a810","Number of the specimen","3",NA,NA
"385281ee0652382a7c1d647e7d9531c4","e7737f08-436c-4a23-8411-808cec8669c5","Live weight as measured in the field","75","gram",NA
"3862982852c602478c23bf8f349f1966","3107cb04-e520-4fc3-a7f1-c1b21396f305","Length of the specimen","85","millimeter",NA
"387d9816ee65a3ff91f69d348a29fc72",NA,"Frequency at the start of data collection for the second electrofisher","30","hertz","BIGC.20190423.04.3.e-fisher"
"388f7e9b64052be6f323cfc966c683a4","02c14d66-70d7-4a68-919c-597714490f7f","Live weight as measured in the field","35","gram",NA
"3891c14e450038f9fd1c286945a76855","3c3aab64-9481-4645-9ec0-02be99789a78","Number of the specimen","25",NA,NA
"38939351b331c0217dc9f2e817bbcca9","212d4c5c-94c7-4ee2-a79a-3996c1a98933","Number of the specimen","18",NA,NA
"38a4e62425ced48f7880d00ad10a589d","8ff8bcf0-c9d1-4e30-8ac9-f4e7a2330390","Length of the specimen","139","millimeter",NA
"38cded9490583f123e76f0c6716023c4","454882a8-c920-4539-b206-daf1600d0984","Length of the specimen","138","millimeter",NA
"38d646729d78a6bde8ec1564740a5e40","98c340b8-60fb-41b1-b24a-f32d1c6efd62","Number of the specimen","44",NA,NA
"38de7b740f16fc56ff56108e69ed3c1e","55b62e8b-f86e-4297-a553-3fee2e07d555","Live weight as measured in the field","16","gram",NA
"38e0903fa8ab23e280a992a346f58549","9d25e514-fa7c-431e-a4cf-f617adce3e07","Live weight as measured in the field","29","gram",NA
"38e46dbe3785244b2552f1dd157eddbc","a2b6290c-c1ac-4605-ad5e-a99101552833","Number of the specimen","11",NA,NA
"3914f5ac5459bc4472a7fc6ccac6cfe0","ba147e97-fad8-473f-9699-f4ccdfb6b517","Live weight as measured in the field","4","gram",NA
"39207d5b63d2e37388175acee712e8a5","5cffa605-fc42-441b-b275-f3f5b0eb4030","Live weight as measured in the field","13","gram",NA
"392352025603ecda6263eda1bd499457","7423da8a-c4b3-4b9a-ba49-0417f8f4e9ed","Number of the specimen","30",NA,NA
"39530e30fb80a7ff725e83da9f908eca","3fc4dd89-8f84-44b0-b548-d2748c37dea8","Number of the specimen","1",NA,NA
"395b428f6983043dfdae9b239704f849","fee345ec-84d5-4e7a-8021-797efa0336a2","Live weight as measured in the field","37","gram",NA
"3966cdb9650da8df5ce516835af1f561","23b57c90-b2c2-47cc-83f6-eb01573d7c41","Length of the specimen","121","millimeter",NA
"3969abf0f488e1fa1ef122ab7a8747da","9d25e514-fa7c-431e-a4cf-f617adce3e07","Number of the specimen","11",NA,NA
"397a5ee5a85aaf4872f83fd24a53def4","d1cbe1cc-a3e5-4f15-bdcf-9b767453149e","Length of the specimen","112","millimeter",NA
"397e88a1c7e51fd1157765cf057b8f64","4ea6fd25-e4f0-48ac-a509-91b4f704228b","Live weight as measured in the field","6","gram",NA
"398c0840406ca99e2ca4ed455e78c97b","a1b4fad5-e51c-4392-a12d-4c6969268199","Number of the specimen","18",NA,NA
"398f6e069562f2dc788dd9286059a784","54072854-eb6f-4376-9e8d-8613eb414d34","Length of the specimen","115","millimeter",NA
"39b0851b77d81f0f85c972cc1a65a105","c24d32f8-a198-4059-8315-f237f31ad1c7","Live weight as measured in the field","49","gram",NA
"39cc2634ed97318baf1bfd0126952448","e766496b-cc3b-4ef8-839b-462fed14897e","Number of the specimen","16",NA,NA
"39d3b5996e1ecffb4890baeab11245f7","d1751420-83b3-458c-8b7f-aa233c2aec2b","Length of the specimen","30","millimeter",NA
"39d871278ec7c7d6df80484d6bbe4869","2c351db3-2408-4ee8-a1f8-b7b1489a63f8","Live weight as measured in the field","5","gram",NA
"39e75c96548a2f32ae3f9e4e68b14e4d","abcf3ae8-b003-4756-ba02-b79eee69fc35","Live weight as measured in the field","70","gram",NA
"39f2e463ca0166972f5a8cf90fbf7901","dd213de9-8849-437a-ac73-9b9faea4d4dd","Number of the specimen","30",NA,NA
"39f2f2954dea4c1707576b5062baee7c","bf416321-5961-4f2c-8d20-cb99bf0872e9","Number of the specimen","53",NA,NA
"39f32e9e32230061e5089a67d704e7ea","88afc63b-1926-4226-9434-6998eed35f5a","Live weight as measured in the field","31","gram",NA
"39ffd10d2489a4d2924119d3c92d53e3","71b16929-3505-4a28-a084-f5351ca1c2ee","Number of the specimen","4",NA,NA
"3a244117a44827a08f2f56a7d1d759fc","bc1aaf3a-fd77-4ed2-9ceb-0f0708fd19fe","Length of the specimen","116","millimeter",NA
"3a30a4107906ffcc91a5ce4af2dc12f6","83c0259a-76b4-4141-afa4-6b0f58142e9e","Number of the specimen","44",NA,NA
"3a37aaf8f50799591854cbb4c4a2ba3d","3b1e62a6-0c48-4c2f-8d2a-9ec2cf96dc90","Number of the specimen","13",NA,NA
"3a4ea1854aa4e771c4e89811848421aa","e924a1a2-f6ef-466e-884e-490ba4eb1d6f","Live weight as measured in the field","5","gram",NA
"3a6651689d8f89e81be7c4a29b653d76","3c3aab64-9481-4645-9ec0-02be99789a78","Live weight as measured in the field","20","gram",NA
"3a8dcc831a07d9d3bb7c25945a3718d5","82821cd0-12b9-4929-a794-740d066d4354","Number of the specimen","20",NA,NA
"3b0361a34609a1b62a484165c5322e7d","fb8eeda7-f2ea-475b-b3ca-1955891777b2","Length of the specimen","108","millimeter",NA
"3b0aea024c025a574ee2718231a2a6e8","5f295c8e-5e67-4415-85fa-a6d0a8ad388d","Number of the specimen","8",NA,NA
"3b268379199e45b494d99efde5c84cce","c93cbd0b-0a55-44dd-bb01-13eba115084d","Number of the specimen","8",NA,NA
"3b46c7a88e2e9fe2d5cc3e373892bd4d","d14effaf-2b03-4306-81e2-d4d94a3cff41","Number of the specimen","15",NA,NA
"3b552959c527b5794fb5f124bdbb8809","c12b2525-4e25-477a-a598-9df6f2173035","Length of the specimen","211","millimeter",NA
"3b70f3ce64ab863a1b46f66486f6f4e3",NA,"Conductivity auto-corrected to 25 degrees C","76.9","microsiemensPerCentimeter","BIGC.20190423.04.1.e-fisher"
"3b7a136c54f2e012cebfba65d2d2ca97","5256b27a-c751-4c55-b390-58cce3e98751","Length of the specimen","125","millimeter",NA
"3b8271e8fba5507ddfcc5e7aff588a2c","43059af8-c12f-40ca-9ec8-7fa3a8af5003","Number of the specimen","22",NA,NA
"3b8e2c0e27457bd333376f671c507ff4","8b2c4195-dfb7-4f21-96de-e56fc10d2e94","Live weight as measured in the field","89","gram",NA
"3b981612a042fdf64e3e40f15499ac1a","7d85e1a6-58f1-45e0-8a12-17092d96f576","Length of the specimen","91","millimeter",NA
"3ba1d8e3d0eabad617e58196701fe396","092a8f33-33a1-4fe2-a596-fa315568e04b","Number of the specimen","7",NA,NA
"3bab3f96abb3b11ba56f0ec35b933098","366e12ef-b2af-461d-bd1e-669f88d001f7","Length of the specimen","168","millimeter",NA
"3bca6015053dc86ad1518fd737bafe0d","ce67eec7-3084-4bae-873b-1e73fa1fddfb","Live weight as measured in the field","31","gram",NA
"3bd2a840659e9cfd9486e9b8afa36e58","ea086303-6b48-43ae-9de2-004e8337a5de","Number of the specimen","37",NA,NA
"3bd6911dfb9aceea885387c7f286263d","f22e729a-e7f4-41c1-93e5-808b04f923db","Live weight as measured in the field","35","gram",NA
"3beebe922fdc3762dd775b66746a41c1","ee4f05bd-cb33-4173-bba1-2e6f59856888","Live weight as measured in the field","24","gram",NA
"3bf16ad3cca530686c9dc775da4424e8","cb74d5b1-ff6c-40d8-b97a-09765d14bc7c","Length of the specimen","190","millimeter",NA
"3bff854f4bf838f6570fae07a6801749","a734a5d7-1d05-46ef-bd17-0c140d81b780","Live weight as measured in the field","17","gram",NA
"3c2aad441a279b8dde634f11a0878791","951b1b53-2aa9-4594-8983-94e484f64bda","Number of the specimen","2",NA,NA
"3c32f558af9929479c8647ccd8866a21","49e38fca-40a0-466a-94aa-662a74f17918","Live weight as measured in the field","20","gram",NA
"3c5807cdd642290183a11f25777eca18",NA,"Duty cycle at the end of data collection for the second electrofisher","20","percent","BIGC.20190424.07.1.e-fisher"
"3c83bdd89d3bbb12d3811e0dd1549b00",NA,"Reach type (fixed or random)","random",NA,"BIGC.AOS.fish.point.08"
"3caa8c5fa0da1ebb8e807b204746e963","8fb78cd7-a586-4fa6-8f85-ccfdcf66cee1","Length of the specimen","100","millimeter",NA
"3cad10880126b26c68176ae24b21c443","a25d3b3d-c040-4432-a610-8cc6bc7fec39","Live weight as measured in the field","0.3","gram",NA
"3cb3a4a40132b52ae1eb47746d3f9f77","248ce982-1a3f-4770-86ae-9c2393af02c5","Length of the specimen","70","millimeter",NA
"3cebc422cd8fa4f17b1242f4e701fb8d",NA,"Duty cycle at the end of data collection for the second electrofisher","20","percent","BIGC.20190422.01.3.e-fisher"
"3cf5678979698df6a22504fd4ca7dae2","6a76c175-939b-4890-abc1-5eca299c3c40","Length of the specimen","117","millimeter",NA
"3cf84172f1d61211560bd24699594d6c","ea98dab7-3b1d-4904-b885-443b15040487","Live weight as measured in the field","24","gram",NA
"3d01aab5f1e060e8632e84cedb29aab9","03603582-ae8f-4710-a2b3-7fe703d93834","Length of the specimen","229","millimeter",NA
"3d065ac3106a0596d8bfe92b4f4959c9","7848f4fa-0516-4bfe-9eb5-a208172678df","Number of the specimen","12",NA,NA
"3d06d055825d7a680b8f859b0a5f37f3","68b0cf8a-12c3-4a7e-9d33-ae342e27d048","Live weight as measured in the field","63","gram",NA
"3d1cace70755bf31d806061c214a6c95",NA,"Number of the sampling pass within a reach","1",NA,"BIGC.20191023.07.1.e-fisher"
"3d2aef8e8602f1b1f2731a547ea2aa70",NA,"Duty cycle at the end of data collection for the second electrofisher","30","percent","BIGC.20191023.07.1.e-fisher"
"3d4465caa14ca6825d3baf7c26d9cafa","e946205f-edc0-4e8d-a65f-75fde65c372c","Number of the specimen","6",NA,NA
"3d798e68d8886432a91fbc1ba448d922","f0d771a6-97d4-43ec-ad87-fe36fa6ec086","Length of the specimen","86","millimeter",NA
"3d7a7e26bb067787cf54ec4083e164fd","d05ab42e-9d93-41a7-a30d-76715d884b61","Number of the specimen","5",NA,NA
"3ddd081c96f21ed5a5f8b9408d905af5","e13de894-3e59-4c04-854a-da902e7eb9ee","Live weight as measured in the field","68","gram",NA
"3e48a27ab0c34a1db6eb743000620e32",NA,"Duty cycle at the end of data collection for the second electrofisher","20","percent","BIGC.20190424.05.1.e-fisher"
"3e58ca144256daecbe3dc7c2b6f32ad9","2fde4dc2-2518-4d37-a015-341da5efa07a","Number of the specimen","3",NA,NA
"3e7e8b85dea3d8898578703356e9f563","72e97fc1-795b-4e09-bf53-acf9147dc76b","Number of the specimen","28",NA,NA
"3eff4b4dfba2d3d1aebf50648268bb3d","f361c2df-6542-4d92-ac53-485d59ad888c","Number of the specimen","33",NA,NA
"3f5a526917c07954ccbfff91f6831df5","3bc99e1e-aa0f-4b8b-8457-116ae036c0df","Live weight as measured in the field","22","gram",NA
"3f73b931006e0605811ce2d158c0e0f0","b14e0c0e-4056-4d38-96ef-4a6361c00bad","Number of the specimen","4",NA,NA
"3f81db7f4fb071ebcd6ef7b8976452e0","8e2eb8d2-d1ad-466a-99ef-53fc50eba49e","Number of the specimen","27",NA,NA
"3f841f92db426b17dc20a22b1aa0503f",NA,"Duty cycle at the start of data collection for the second electrofisher","35","percent","BIGC.20191021.01.3.e-fisher"
"3fb0dbf9c96e785dab8584ca4631c53e","c5451c4b-1e95-497b-9363-f19a22bd0594","Length of the specimen","211","millimeter",NA
"3fb7d9b1152d39879b355cd83370c480","63470ae6-9179-485a-af0f-674eec47b46d","Live weight as measured in the field","21","gram",NA
"3fc27d7fada5a9c35b4a2b64b3d790ed",NA,"Voltage at the start of data collection for the second electrofisher","150","volt","BIGC.20191021.01.3.e-fisher"
"3fdf54b5138d1128987bae8ce8cabb98","c0052de7-55b4-42af-ab18-5469dbc6a25e","Number of the specimen","4",NA,NA
"3fe9c53b245b87b3633c135b060b8213",NA,"Number of times the settings changed for the second electrofisher","0",NA,"BIGC.20190425.08.1.e-fisher"
"4005c39e146336b19710ad0deac5a9fe","9c72ada0-0e23-46a1-9f5f-1daf8d179440","Live weight as measured in the field","6","gram",NA
"403c01b5ca40195235311b3d36719865","615e5307-2cd5-494b-9586-c0d510e771f5","Live weight as measured in the field","38","gram",NA
"403dda9def2ed48a9fb38e22a26ce790","88b91546-4635-4a43-beb0-780c27585e1c","Number of the specimen","37",NA,NA
"40454663a3260df8b158d7523a212e3a","2763089a-f326-4724-8ea3-c11ad82f1e0f","Number of the specimen","44",NA,NA
"4055b405bd939f203dfc079f151b9288","c152696c-c25f-4a69-99ab-0fc59f945dcc","Number of the specimen","34",NA,NA
"405a43f7533acd34f770e40cc02d24e6","9f69603d-c607-44da-8ffa-8bf7ef5ac8d7","Length of the specimen","24","millimeter",NA
"405ee1ee9d7bf719ffa20ee7923507b4","89040bdc-7183-4af8-9d93-09f85486fee2","Number of the specimen","19",NA,NA
"4067e8ca7b3da6df62462854692ade38","273b402c-5f3b-404c-ac7a-aae02294fb2e","Number of the specimen","13",NA,NA
"4083f37a1fdaf908fb32bbf9acddf85b","893fb473-63e9-4763-ba56-64fd3f15c522","Length of the specimen","121","millimeter",NA
"40aedd001cdd0e7a23036a099d2310b0","4fbd89ac-e897-4961-9f2a-21a0ba53de76","Number of the specimen","3",NA,NA
"40b89cdc1ed739b36d3bbe825ffec3d2","120f5e9f-1d0e-4fe0-8ff0-07dbeb652cfb","Number of the specimen","2",NA,NA
"40f3e986ff25f03b9999c0617cf0a532",NA,"Number of times the settings changed for the second electrofisher","0",NA,"BIGC.20190424.07.3.e-fisher"
"410d4cbd458a0f086ff145021cbef241","f0c1ad4b-b3cc-47e0-bba6-b0f501f1b749","Length of the specimen","116","millimeter",NA
"411adf2e5094486d611bfdae9c5101b7","edbc5f04-8edc-4950-9423-d60c73d373ef","Live weight as measured in the field","28","gram",NA
"413b0ff4cd6711ece0e2e28696db80bb","26a7b673-c6cf-4b76-a798-8f4f12ba0c3b","Live weight as measured in the field","13","gram",NA
"413d106a84f3c9df1abb9cd6c49d2366",NA,"Voltage at the start of data collection for the second electrofisher","150","volt","BIGC.20191024.08.1.e-fisher"
"41856debae82bf0e51ef5ed3d3189da8","dccfab68-853e-4503-8ef0-91a33fc8373a","Live weight as measured in the field","72","gram",NA
"4190f90eccd061948c07e3461933890b","eebcb628-f587-4378-9093-65a151816c87","Live weight as measured in the field","30","gram",NA
"41a1c7bc6f21ab8234a014a125323a04","9e1df244-ba30-4d17-8f99-50975b83d3d5","Number of the specimen","50",NA,NA
"41a483592d230c93f57e1fb7580e72a4","f778ae58-a900-4061-ba92-d956c53d3d9f","Length of the specimen","109","millimeter",NA
"41b9db183bbbec70ff24f0624ade7773","fbc29d30-3cc6-4fea-bb88-79eb4dbc6c10","Number of the specimen","49",NA,NA
"41c8c10f0ced7af19e6d1e869dfc7396",NA,"Frequency at the start of data collection for the second electrofisher","30","hertz","BIGC.20191022.04.1.e-fisher"
"41cb81583d83f253d9f7d986e2b7d03d","d31401a5-2766-4592-a04d-e26b8417d3e5","Live weight as measured in the field","17","gram",NA
"420d78ea49d4d3aa5f57b82eeaa877a8","02d94c46-1b9d-4cc1-9879-7c52ba2ceab9","Number of the specimen","34",NA,NA
"422c7fab7facfa5944aa2f32549c04b0","af9548ed-d33a-45a2-b85a-ed6d621ecf6b","Length of the specimen","75","millimeter",NA
"424ad191ef03cf2aa298d7e90f61255b","f5eb5061-3dd0-4772-b4bc-9f721c14dece","Live weight as measured in the field","4","gram",NA
"4255583b988898f91b2d57b5bcccc168","5f295c8e-5e67-4415-85fa-a6d0a8ad388d","Length of the specimen","74","millimeter",NA
"426e0fbb1671333522602dd1b059d9a7","3f682483-9b82-4a3d-b198-2389579485f6","Number of the specimen","8",NA,NA
"428b2ce0ff1d2c3109d96468efb931ff","d1ae5df0-84f9-4726-87af-a6b40b6e716b","Length of the specimen","130","millimeter",NA
"42c07ece0334b83cd59e6713e51e6f61","946dd145-9e0b-4466-aa3f-1441806a2323","Live weight as measured in the field","3","gram",NA
"42d34fa22644fc2158b156467108d186","523a6343-53df-4123-bfdb-18b5b0464fa9","Length of the specimen","114","millimeter",NA
"42f78fe96c7249eaf87c63114d2ae846","6acb64cf-3d41-44f3-b17c-8fb5b6e84104","Indication of any deformities, eroded fins, lesions/parasites, tumors","Deformities",NA,NA
"43271288459ff1c3f0955d7022c2b3c7","ca6fe698-1c7c-4a13-bb24-17dc7afe0ed9","Number of the specimen","24",NA,NA
"432e8789c3a968f0248f44b8334dee36","273b402c-5f3b-404c-ac7a-aae02294fb2e","Length of the specimen","26","millimeter",NA
"4330b488a1a15f018d49ad2378be8b69","067b44c6-bae0-4b8f-b116-38615a2839e7","Number of the specimen","24",NA,NA
"4342885234b27d44e97a1652e96a4ee5","6c9d6094-bbc7-461e-b456-3fc12a8c8b78","Live weight as measured in the field","23","gram",NA
"436e7786597b7b7ab9c81e7fba90767f",NA,"Dissolved Oxygen Concentration","8.8","milligramsPerLiter","BIGC.20191021.01.3.e-fisher"
"437212be7128477c63b4f1b0cf62bb97","e209c6d9-f6ba-49fc-855e-cb1a3795f2f6","Live weight as measured in the field","36","gram",NA
"4385d6f792ab7ab30ff5a226fe2f2ba7","b971f8d6-9799-4ef1-aa4d-b747b506d093","Live weight as measured in the field","20","gram",NA
"43b10938e56487ffaa805ea804ef8cd3","2263b2a8-5b53-4d42-af9c-f9e40fd6e789","Number of the specimen","26",NA,NA
"43bf649e54451909056acd3e62a2328f","2e104ff3-7099-4fb6-8ea8-b73515da0605","Number of the specimen","5",NA,NA
"43d520d2e6b098b319ff48f6e05c2d8d","d708fdbe-efe5-4675-afa0-f07f5abb9efd","Number of the specimen","42",NA,NA
